rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
282,Wang Ruby Cheng,,69,282,282,Finisher,570,F30-34,3467,1:02:52,1:02:52,22,120,120,0:05:19,0:05:19,6:43:36,6:43:36,65,257,257,0:06:43,0:06:43,4:03:21,4:03:21,69,282,282,12:01:51
283,Fiona Kesteven,GB,24,283,283,Finisher,1284,F45-49,3792,1:18:07,1:18:07,88,668,668,0:08:18,0:08:18,6:44:47,6:44:47,37,382,382,0:10:00,0:10:00,3:40:50,3:40:50,24,283,283,12:02:02
284,Molly Zahr,US,25,284,284,Finisher,1446,F45-49,3787,1:04:54,1:04:54,14,171,171,0:05:47,0:05:47,6:12:41,6:12:41,6,98,98,0:06:10,0:06:10,4:32:56,4:32:56,25,284,284,12:02:29
285,Catherine Breed,US,70,285,285,Finisher,652,F30-34,3454,0:49:22,0:49:22,1,7,7,0:03:20,0:03:20,6:46:06,6:46:06,38,155,155,0:03:12,0:03:12,4:20:54,4:20:54,70,285,285,12:02:54
286,Coco Wieland,DE,17,286,286,Finisher,917,F50-54,4065,1:17:51,1:17:51,60,658,658,0:05:03,0:05:03,6:58:03,6:58:03,43,453,453,0:05:19,0:05:19,3:36:42,3:36:42,17,286,286,12:02:58
287,Rhian Martin,GB,26,287,287,Finisher,1391,F45-49,3781,0:56:36,0:56:36,3,42,42,0:04:26,0:04:26,6:46:03,6:46:03,20,222,222,0:05:42,0:05:42,4:10:11,4:10:11,26,287,287,12:02:58
288,Amanda Russell,AU,44,288,288,Finisher,810,F40-44,3828,1:10:08,1:10:08,65,352,352,0:07:10,0:07:10,6:51:40,6:51:40,58,363,363,0:05:46,0:05:46,3:48:16,3:48:16,44,288,288,12:02:59
289,Katarzyna Jonio,,45,289,289,Finisher,779,F40-44,3826,1:12:02,1:12:02,79,441,441,0:04:35,0:04:35,6:39:39,6:39:39,44,290,290,0:08:39,0:08:39,3:58:14,3:58:14,45,289,289,12:03:08
290,Désirée Huber,CH,44,290,290,Finisher,124,F35-39,3478,1:16:05,1:16:05,86,603,603,0:05:09,0:05:09,6:58:12,6:58:12,66,439,439,0:07:20,0:07:20,3:36:33,3:36:33,44,290,290,12:03:19
291,Olivia O'Brien,GB,71,291,291,Finisher,672,F30-34,3433,1:07:52,1:07:52,58,259,259,0:05:07,0:05:07,6:31:57,6:31:57,52,200,200,0:09:06,0:09:06,4:10:39,4:10:39,71,291,291,12:04:41
292,Stephanie Pepper,,40,292,292,Finisher,1183,F25-29,3724,1:06:03,1:06:03,33,201,201,0:06:57,0:06:57,6:59:02,6:59:02,52,389,389,0:07:53,0:07:53,3:44:47,3:44:47,40,292,292,12:04:44
293,Sophie Bufton,GB,72,293,293,Finisher,627,F30-34,3432,1:15:48,1:15:48,107,593,593,0:05:59,0:05:59,6:59:21,6:59:21,95,456,456,0:04:28,0:04:28,3:39:10,3:39:10,72,293,293,12:04:46
294,Caroline Lacapelle,FR,18,294,294,Finisher,1033,F50-54,4042,1:24:54,1:24:54,96,874,875,0:06:13,0:06:13,6:28:28,6:28:28,21,309,309,0:06:20,0:06:20,3:58:57,3:58:57,18,294,294,12:04:52
295,Lindsay Turnbull,GB,19,295,295,Finisher,939,F50-54,4042,0:59:54,0:59:54,2,81,81,0:05:27,0:05:27,6:54:04,6:54:04,19,306,306,0:07:39,0:07:39,3:57:53,3:57:53,19,295,295,12:04:56
296,Satowa Ota,TH,27,296,296,Finisher,1310,F45-49,3756,1:15:30,1:15:30,72,583,583,0:07:30,0:07:30,7:09:54,7:09:54,62,536,536,0:06:24,0:06:24,3:25:47,3:25:47,27,296,296,12:05:06
297,Annick Vande Kerckhove,,28,297,297,Finisher,1323,F45-49,3751,1:12:07,1:12:07,54,446,446,0:06:01,0:06:01,6:21:00,6:21:00,14,157,157,0:05:31,0:05:31,4:20:50,4:20:50,28,297,297,12:05:29
298,Chao Cai,,45,298,298,Finisher,175,F35-39,3452,1:26:26,1:26:26,123,925,926,0:10:34,0:10:34,6:49:29,6:49:29,73,491,491,0:10:09,0:10:09,3:28:53,3:28:53,45,298,298,12:05:30
299,Olivia Fitz-Poole,GB,46,299,299,Finisher,852,F40-44,3795,1:12:00,1:12:00,78,439,439,0:06:36,0:06:36,6:21:00,6:21:00,26,163,163,0:07:55,0:07:55,4:18:11,4:18:11,46,299,299,12:05:42
300,Genevieve Rochefort,US,29,300,300,Finisher,1408,F45-49,3748,1:25:16,1:25:16,130,889,890,0:06:02,0:06:02,6:46:44,6:46:44,42,424,424,0:06:48,0:06:48,3:40:58,3:40:58,29,300,300,12:05:46
301,Madi Campbell,CA,41,301,301,Finisher,1160,F25-29,3710,1:08:16,1:08:16,43,276,276,0:06:43,0:06:43,6:58:05,6:58:05,53,394,394,0:06:07,0:06:07,3:46:40,3:46:40,41,301,301,12:05:51
302,Ewa Urbanska,,30,302,302,Finisher,1328,F45-49,3744,1:16:51,1:16:51,80,623,623,0:04:15,0:04:15,6:17:34,6:17:34,13,151,151,0:03:16,0:03:16,4:24:10,4:24:10,30,302,302,12:06:06
303,Emily Blount,GB,10,303,303,Finisher,1111,F18-24,4313,1:02:57,1:02:57,8,126,126,0:03:58,0:03:58,6:40:54,6:40:54,7,226,226,0:08:35,0:08:35,4:09:48,4:09:48,10,303,303,12:06:11
304,Jennifer Splinter,US,47,304,304,Finisher,806,F40-44,3789,1:14:22,1:14:22,93,539,539,0:06:08,0:06:08,6:59:59,6:59:59,74,447,447,0:06:55,0:06:55,3:38:48,3:38:48,47,304,304,12:06:12
305,Céline Sannier,FR,48,305,305,Finisher,853,F40-44,3787,1:07:49,1:07:49,52,256,256,0:05:23,0:05:23,6:46:21,6:46:21,47,307,307,0:06:37,0:06:37,4:00:15,4:00:15,48,305,305,12:06:25
306,Lotte Høj Thomsen,DK,31,306,306,Finisher,1436,F45-49,3737,1:12:16,1:12:16,57,450,450,0:05:22,0:05:22,6:39:15,6:39:15,29,291,291,0:09:32,0:09:32,4:00:12,4:00:12,31,306,306,12:06:37
307,Sarah Latonas,CA,46,307,307,Finisher,269,F35-39,3435,1:09:58,1:09:58,41,341,341,0:06:45,0:06:45,6:52:21,6:52:21,51,364,364,0:08:03,0:08:03,3:49:47,3:49:47,46,307,307,12:06:54
308,Amalie Sophie Hansen,,42,308,308,Finisher,1232,F25-29,3697,1:23:27,1:23:27,92,842,843,0:05:28,0:05:28,6:23:40,6:23:40,37,264,264,0:04:11,0:04:11,4:10:09,4:10:09,42,308,308,12:06:56
309,Julita Sikora,,20,309,309,Finisher,1017,F50-54,4016,1:13:10,1:13:10,31,477,477,0:04:39,0:04:39,6:45:11,6:45:11,24,331,331,0:07:15,0:07:15,3:56:48,3:56:48,20,309,309,12:07:03
310,Metka Jug,SI,6,310,310,Finisher,506,F55-59,4582,1:12:17,1:12:17,18,451,451,0:05:38,0:05:38,6:56:30,6:56:30,14,399,399,0:04:30,0:04:30,3:48:10,3:48:10,6,310,310,12:07:05
311,Marisol Franco Acevedo,MX,47,311,311,Finisher,196,F35-39,3433,1:09:47,1:09:47,39,335,335,0:04:19,0:04:19,7:09:31,7:09:31,70,473,473,0:07:10,0:07:10,3:36:21,3:36:21,47,311,311,12:07:08
312,Maria Paula Moreno,CO,48,312,312,Finisher,274,F35-39,3432,1:14:36,1:14:36,81,548,548,0:07:15,0:07:15,6:43:37,6:43:37,49,340,340,0:08:16,0:08:16,3:53:30,3:53:30,48,312,312,12:07:13
313,Aurore Sacré,FR,73,313,313,Finisher,657,F30-34,3401,1:00:33,1:00:33,16,90,90,0:05:32,0:05:32,6:44:46,6:44:46,62,249,249,0:03:43,0:03:43,4:12:47,4:12:47,73,313,313,12:07:21
314,Holly Sinnott,US,74,314,314,Finisher,718,F30-34,3396,1:02:41,1:02:41,20,116,116,0:05:23,0:05:23,7:06:06,7:06:06,89,397,397,0:08:04,0:08:04,3:45:32,3:45:32,74,314,314,12:07:45
315,Tressa Breindel,US,32,315,315,Finisher,1406,F45-49,3724,1:18:58,1:18:58,100,702,702,0:08:31,0:08:31,6:58:54,6:58:54,51,490,490,0:10:07,0:10:07,3:31:15,3:31:15,32,315,315,12:07:46
316,Valeria Sesto,,21,316,316,Finisher,1010,F50-54,4003,1:09:21,1:09:21,20,320,320,0:05:59,0:05:59,7:22:00,7:22:00,55,573,573,0:04:14,0:04:14,3:26:36,3:26:36,21,316,316,12:08:10
317,Denise Hiemann,DE,75,317,317,Finisher,567,F30-34,3388,1:03:49,1:03:49,31,143,143,0:03:24,0:03:24,6:08:21,6:08:21,16,72,72,0:04:21,0:04:21,4:48:29,4:48:29,75,317,317,12:08:23
318,Anne-Louise Lorenzo,FR,76,318,318,Finisher,552,F30-34,3383,1:23:24,1:23:24,144,840,841,0:06:28,0:06:28,7:00:48,7:00:48,103,519,519,0:06:33,0:06:33,3:31:38,3:31:38,76,318,318,12:08:51
319,Rachel Crunk,US,22,319,319,Finisher,936,F50-54,3995,1:13:08,1:13:08,30,475,475,0:04:23,0:04:23,6:44:47,6:44:47,22,327,327,0:05:22,0:05:22,4:01:13,4:01:13,22,319,319,12:08:51
320,Lucie Fialová,CZ,49,320,320,Finisher,773,F40-44,3754,1:10:57,1:10:57,71,386,386,0:04:59,0:04:59,6:27:55,6:27:55,29,191,191,0:05:25,0:05:25,4:19:54,4:19:54,49,320,320,12:09:11
321,Karen Frum,US,33,321,321,Finisher,1288,F45-49,3702,1:11:26,1:11:26,42,417,417,0:05:25,0:05:25,7:03:42,7:03:42,46,448,448,0:07:52,0:07:52,3:41:10,3:41:10,33,321,321,12:09:35
322,Kirsten Wieditz,,7,322,322,Finisher,470,F55-59,4550,1:22:02,1:22:02,57,805,806,0:06:41,0:06:41,6:55:15,6:55:15,21,477,477,0:05:34,0:05:34,3:40:13,3:40:13,7,322,322,12:09:46
323,Varvara  Zverkova,FR,49,323,323,Finisher,271,F35-39,3400,1:19:43,1:19:43,96,725,725,0:04:48,0:04:48,6:35:48,6:35:48,44,315,315,0:06:25,0:06:25,4:03:09,4:03:09,49,323,323,12:09:53
324,Irina Roppelt,DE,50,324,324,Finisher,837,F40-44,3741,1:25:14,1:25:14,130,885,886,0:07:05,0:07:05,6:29:16,6:29:16,49,322,322,0:04:48,0:04:48,4:03:53,4:03:53,50,324,324,12:10:16
325,Narumi Ota,JP,50,325,325,Finisher,180,F35-39,3392,1:02:55,1:02:55,2,123,123,0:07:17,0:07:17,6:50:59,6:50:59,45,320,320,0:06:59,0:06:59,4:02:22,4:02:22,50,325,325,12:10:33
326,Maria Pustlauk,DE,51,326,326,Finisher,899,F40-44,3733,1:09:35,1:09:35,61,328,328,0:05:24,0:05:24,6:59:08,6:59:08,61,396,396,0:05:10,0:05:10,3:51:35,3:51:35,51,326,326,12:10:52
327,Melissa Rohrer,US,34,327,327,Finisher,1349,F45-49,3686,1:21:55,1:21:55,114,801,802,0:06:06,0:06:06,6:32:46,6:32:46,32,318,318,0:04:24,0:04:24,4:05:42,4:05:42,34,327,327,12:10:53
328,Clémentine Pruvot,,77,328,328,Finisher,714,F30-34,3357,1:16:33,1:16:33,111,617,617,0:05:25,0:05:25,6:36:06,6:36:06,75,299,299,0:05:38,0:05:38,4:07:21,4:07:21,77,328,328,12:11:02
329,Helena Fabregas,ES,78,329,329,Finisher,540,F30-34,3354,0:59:33,0:59:33,11,74,74,0:06:01,0:06:01,6:44:21,6:44:21,59,236,236,0:06:00,0:06:00,4:15:20,4:15:20,78,329,329,12:11:15
330,Angela Tempesta,DE,52,330,330,Finisher,914,F40-44,3723,1:02:00,1:02:00,18,107,107,0:04:18,0:04:18,6:44:51,6:44:51,37,251,251,0:04:28,0:04:28,4:16:05,4:16:05,52,330,330,12:11:42
331,Lauren Dahlin,US,79,331,331,Finisher,575,F30-34,3348,1:16:27,1:16:27,110,613,613,0:07:32,0:07:32,6:56:28,6:56:28,92,446,446,0:04:45,0:04:45,3:46:32,3:46:32,79,331,331,12:11:44
332,Alexandra Meek,AU,51,332,332,Finisher,130,F35-39,3376,1:10:29,1:10:29,46,363,363,0:05:51,0:05:51,7:01:24,7:01:24,63,422,422,0:08:51,0:08:51,3:45:18,3:45:18,51,332,332,12:11:53
333,Floor Metz,NL,43,333,333,Finisher,1186,F25-29,3635,1:13:02,1:13:02,61,469,469,0:04:43,0:04:43,7:02:57,7:02:57,58,450,450,0:04:24,0:04:24,3:47:02,3:47:02,43,333,333,12:12:07
334,Nadine Hunzinger,,53,334,334,Finisher,907,F40-44,3718,1:19:07,1:19:07,113,707,707,0:07:19,0:07:19,6:48:47,6:48:47,64,411,411,0:06:58,0:06:58,3:50:00,3:50:00,53,334,334,12:12:10
335,Kelly Cory,,35,335,335,Finisher,1369,F45-49,3665,1:11:10,1:11:10,37,394,394,0:05:07,0:05:07,7:09:46,7:09:46,49,488,488,0:03:32,0:03:32,3:43:01,3:43:01,35,335,335,12:12:37
336,Katie Brown,GB,44,336,336,Finisher,1197,F25-29,3624,1:06:03,1:06:03,32,199,199,0:05:33,0:05:33,6:38:50,6:38:50,33,243,243,0:04:55,0:04:55,4:17:41,4:17:41,44,336,336,12:13:03
337,Claudia Wilesmith,GB,36,337,337,Finisher,1318,F45-49,3660,1:18:22,1:18:22,93,680,680,0:06:53,0:06:53,6:28:58,6:28:58,28,276,276,0:06:00,0:06:00,4:12:52,4:12:52,36,337,337,12:13:06
338,Marion Sünkel,DE,8,338,338,Finisher,505,F55-59,4508,1:10:06,1:10:06,12,348,348,0:06:00,0:06:00,6:38:34,6:38:34,7,283,283,0:03:42,0:03:42,4:14:55,4:14:55,8,338,338,12:13:16
339,GABRIELA FERREIRA,,52,339,339,Finisher,135,F35-39,3358,1:18:48,1:18:48,93,697,697,0:05:17,0:05:17,7:00:18,7:00:18,72,480,480,0:03:50,0:03:50,3:45:08,3:45:08,52,339,339,12:13:20
340,Louella O'Herlihy,GB,9,340,340,Finisher,514,F55-59,4504,1:12:49,1:12:49,21,462,462,0:05:49,0:05:49,7:01:32,7:01:32,17,443,443,0:10:03,0:10:03,3:43:23,3:43:23,9,340,340,12:13:36
341,Melyssa Brochu,CA,54,341,341,Finisher,749,F40-44,3692,1:08:45,1:08:45,57,298,298,0:06:15,0:06:15,7:02:14,7:02:14,69,420,420,0:05:11,0:05:11,3:51:55,3:51:55,54,341,341,12:14:21
342,Alexandra Ortwein,DE,23,342,342,Finisher,1016,F50-54,3928,1:13:28,1:13:28,34,489,489,0:05:33,0:05:33,7:21:20,7:21:20,60,591,591,0:03:05,0:03:05,3:30:59,3:30:59,23,342,342,12:14:24
343,Mckenzie Wilson,US,53,343,343,Finisher,166,F35-39,3344,1:28:42,1:28:42,129,984,985,0:06:40,0:06:40,6:42:24,6:42:24,64,423,423,0:05:00,0:05:00,3:51:45,3:51:45,53,343,343,12:14:31
344,Sophie Hascoet,FR,54,344,344,Finisher,230,F35-39,3341,1:04:24,1:04:24,7,156,156,0:07:30,0:07:30,7:00:27,7:00:27,58,391,391,0:05:40,0:05:40,3:56:44,3:56:44,54,344,344,12:14:45
345,Alexandra Dreu,DE,24,345,345,Finisher,1088,F50-54,3924,1:08:57,1:08:57,18,308,308,0:07:08,0:07:08,6:52:26,6:52:26,30,359,359,0:05:12,0:05:12,4:01:03,4:01:03,24,345,345,12:14:45
346,Paula Robinson,GB,10,346,346,Finisher,430,F55-59,4489,1:18:30,1:18:30,46,688,688,0:04:48,0:04:48,6:47:58,6:47:58,12,383,383,0:03:51,0:03:51,3:59:42,3:59:42,10,346,346,12:14:49
347,Carmen Ohr,DE,80,347,347,Finisher,578,F30-34,3308,1:21:16,1:21:16,135,776,777,0:04:02,0:04:02,6:49:24,6:49:24,90,402,402,0:03:51,0:03:51,3:56:34,3:56:34,80,347,347,12:15:07
348,Satomi Fujita,JP,11,348,348,Finisher,468,F55-59,4484,1:09:24,1:09:24,11,322,322,0:07:53,0:07:53,6:47:19,6:47:19,9,338,338,0:05:56,0:05:56,4:04:43,4:04:43,11,348,348,12:15:14
349,Friederike Edelmann,,25,349,349,Finisher,970,F50-54,3918,1:03:57,1:03:57,7,147,147,0:05:11,0:05:11,7:03:55,7:03:55,34,393,393,0:03:38,0:03:38,3:58:34,3:58:34,25,349,349,12:15:15
350,Denise Hiller,US,26,350,350,Finisher,943,F50-54,3914,1:24:09,1:24:09,93,857,858,0:06:59,0:06:59,6:50:46,6:50:46,44,460,460,0:08:37,0:08:37,3:45:02,3:45:02,26,350,350,12:15:32
351,Sophie Pontzeele,,37,351,351,Finisher,1388,F45-49,3624,1:14:23,1:14:23,68,540,540,0:06:26,0:06:26,6:49:15,6:49:15,36,374,374,0:06:13,0:06:13,3:59:47,3:59:47,37,351,351,12:16:05
352,Stacey Stern,US,27,352,352,Finisher,928,F50-54,3908,1:13:25,1:13:25,32,485,485,0:05:20,0:05:20,7:00:33,7:00:33,39,436,436,0:04:18,0:04:18,3:52:29,3:52:29,27,352,352,12:16:05
353,Claudia Heindl,DE,12,353,353,Finisher,441,F55-59,4471,1:20:04,1:20:04,55,743,743,0:06:43,0:06:43,6:56:29,6:56:29,20,469,469,0:05:16,0:05:16,3:47:49,3:47:49,12,353,353,12:16:21
354,Sandra Zaugg,CH,28,354,354,Finisher,1004,F50-54,3904,1:12:46,1:12:46,29,460,460,0:05:19,0:05:19,6:39:30,6:39:30,16,294,294,0:04:57,0:04:57,4:13:48,4:13:48,28,354,354,12:16:22
355,Kayla Morton,AU,45,355,355,Finisher,1171,F25-29,3582,1:09:27,1:09:27,48,325,325,0:04:21,0:04:21,6:51:51,6:51:51,47,342,342,0:04:19,0:04:19,4:06:37,4:06:37,45,355,355,12:16:34
356,Amanda Gatti,,38,356,356,Finisher,1311,F45-49,3617,1:25:11,1:25:11,127,882,883,0:06:36,0:06:36,6:55:52,6:55:52,52,497,497,0:04:59,0:04:59,3:44:01,3:44:01,38,356,356,12:16:39
357,Camila Babo,,55,357,357,Finisher,267,F35-39,3317,1:11:03,1:11:03,53,390,390,0:08:07,0:08:07,7:13:46,7:13:46,79,537,537,0:06:22,0:06:22,3:37:26,3:37:26,55,357,357,12:16:44
358,Paulina Calleja,,81,358,358,Finisher,616,F30-34,3287,1:17:10,1:17:10,114,631,631,0:09:36,0:09:36,6:43:15,6:43:15,86,373,373,0:09:24,0:09:24,3:57:25,3:57:25,81,358,358,12:16:52
359,Constance Damiens,FR,82,359,359,Finisher,702,F30-34,3286,1:14:19,1:14:19,97,533,533,0:05:51,0:05:51,7:00:44,7:00:44,93,452,452,0:03:55,0:03:55,3:52:06,3:52:06,82,359,359,12:16:55
360,Alex Joyce,AU,46,360,360,Finisher,1220,F25-29,3573,1:03:02,1:03:02,23,132,132,0:04:56,0:04:56,6:41:47,6:41:47,32,235,235,0:05:29,0:05:29,4:22:05,4:22:05,46,360,360,12:17:20
361,Emma Wyatt-Haines,GB,56,361,361,Finisher,239,F35-39,3308,1:10:37,1:10:37,49,372,372,0:05:26,0:05:26,7:06:26,7:06:26,69,461,461,0:04:12,0:04:12,3:50:47,3:50:47,56,361,361,12:17:29
362,Kelly Fitzpatrick,US,47,362,362,Finisher,1248,F25-29,3570,1:09:06,1:09:06,47,316,316,0:06:01,0:06:01,6:59:41,6:59:41,54,405,405,0:04:50,0:04:50,3:57:54,3:57:54,47,362,362,12:17:33
363,Alexis Grewer,US,83,363,363,Finisher,598,F30-34,3275,1:03:29,1:03:29,29,140,140,0:09:37,0:09:37,6:32:18,6:32:18,55,209,209,0:05:15,0:05:15,4:27:08,4:27:08,83,363,363,12:17:48
364,Stéphanie Escande,,84,364,364,Finisher,535,F30-34,3273,0:55:50,0:55:50,4,30,30,0:05:19,0:05:19,6:44:14,6:44:14,54,208,208,0:05:13,0:05:13,4:27:23,4:27:23,84,364,364,12:17:59
365,Sandrine Zandotti,,29,365,365,Finisher,969,F50-54,3884,1:26:38,1:26:38,105,934,935,0:08:39,0:08:39,6:44:56,6:44:56,42,445,445,0:07:42,0:07:42,3:50:08,3:50:08,29,365,365,12:18:03
366,Andrea Racchi,,30,366,366,Finisher,957,F50-54,3883,1:23:30,1:23:30,91,845,846,0:04:56,0:04:56,6:41:35,6:41:35,32,371,371,0:06:11,0:06:11,4:01:56,4:01:56,30,366,366,12:18:08
367,Nicola Reiser,SE,31,367,367,Finisher,938,F50-54,3883,1:18:33,1:18:33,63,690,690,0:06:20,0:06:20,6:57:43,6:57:43,45,462,462,0:06:18,0:06:18,3:49:14,3:49:14,31,367,367,12:18:09
368,Maike Holthuijzen,US,57,368,368,Finisher,163,F35-39,3298,1:14:03,1:14:03,76,520,520,0:07:20,0:07:20,6:38:50,6:38:50,43,314,314,0:07:21,0:07:21,4:10:48,4:10:48,57,368,368,12:18:23
369,Karem Pita,,58,369,369,Finisher,263,F35-39,3297,1:15:17,1:15:17,84,576,576,0:07:29,0:07:29,6:46:33,6:46:33,52,365,365,0:04:47,0:04:47,4:04:20,4:04:20,58,369,369,12:18:26
370,Louise Wells,,32,370,370,Finisher,1053,F50-54,3876,1:19:13,1:19:13,67,712,712,0:06:19,0:06:19,6:54:20,6:54:20,41,441,441,0:04:51,0:04:51,3:54:02,3:54:02,32,370,370,12:18:46
371,Emily-Claire Crookall-Nixon-Lemme,GB,55,371,371,Finisher,884,F40-44,3637,0:55:28,0:55:28,2,28,28,0:07:11,0:07:11,6:58:58,6:58:58,50,323,323,0:07:16,0:07:16,4:10:01,4:10:01,55,371,371,12:18:55
372,Jacqueline Hellard,US,59,372,372,Finisher,114,F35-39,3285,1:27:58,1:27:58,127,972,973,0:06:26,0:06:26,6:58:51,6:58:51,81,540,540,0:06:33,0:06:33,3:39:39,3:39:39,59,372,372,12:19:27
373,JULIANA TRINDADE,,39,373,373,Finisher,1411,F45-49,3575,1:13:15,1:13:15,63,481,481,0:08:02,0:08:02,7:15:03,7:15:03,70,565,565,0:05:53,0:05:53,3:37:57,3:37:57,39,373,373,12:20:10
374,Tanya Houghton,US,13,374,374,Finisher,484,F55-59,4421,1:18:29,1:18:29,45,687,687,0:04:33,0:04:33,6:46:57,6:46:57,11,370,370,0:06:19,0:06:19,4:04:12,4:04:12,13,374,374,12:20:31
375,Paola Lorena Delcre,AR,56,375,375,Finisher,888,F40-44,3617,1:01:58,1:01:58,17,106,106,0:06:48,0:06:48,7:22:50,7:22:50,83,528,528,0:06:01,0:06:01,3:42:55,3:42:55,56,375,375,12:20:32
376,Liv Devitt,US,85,376,376,Finisher,593,F30-34,3242,1:14:42,1:14:42,101,555,555,0:05:49,0:05:49,6:46:59,6:46:59,84,355,355,0:04:02,0:04:02,4:09:05,4:09:05,85,376,376,12:20:37
377,Christine Terweiden,DE,57,377,377,Finisher,798,F40-44,3613,1:11:38,1:11:38,75,424,424,0:06:28,0:06:28,6:58:31,6:58:31,67,416,416,0:06:09,0:06:09,3:58:07,3:58:07,57,377,377,12:20:53
378,Hayley Mee,ZA,33,378,378,Finisher,1063,F50-54,3848,0:56:14,0:56:14,1,38,38,0:06:14,0:06:14,6:53:40,6:53:40,15,287,287,0:07:28,0:07:28,4:17:26,4:17:26,33,378,378,12:21:02
379,Sonia Valla,GB,58,379,379,Finisher,736,F40-44,3610,1:17:14,1:17:14,105,632,632,0:07:14,0:07:14,6:53:43,6:53:43,71,427,427,0:06:17,0:06:17,3:56:40,3:56:40,58,379,379,12:21:08
380,Aikaterini Ntella,,40,380,380,Finisher,1306,F45-49,3562,1:08:26,1:08:26,24,283,283,0:05:00,0:05:00,7:14:19,7:14:19,53,498,498,0:06:33,0:06:33,3:46:55,3:46:55,40,380,380,12:21:13
381,Laetitia Mottier,,11,381,381,Finisher,1116,F18-24,4130,1:08:58,1:08:58,17,311,311,0:06:51,0:06:51,6:55:00,6:55:00,12,379,379,0:10:04,0:10:04,4:00:34,4:00:34,11,381,381,12:21:27
382,Nelle Ray,US,12,382,382,Finisher,1127,F18-24,4127,0:58:26,0:58:26,4,67,67,0:04:31,0:04:31,7:19:59,7:19:59,17,466,466,0:06:46,0:06:46,3:52:00,3:52:00,12,382,382,12:21:42
383,Laura Ashton-Edwards,,60,383,383,Finisher,231,F35-39,3255,1:11:19,1:11:19,59,407,407,0:06:18,0:06:18,6:46:50,6:46:50,47,336,336,0:07:08,0:07:08,4:10:24,4:10:24,60,383,383,12:21:58
384,Ashley Blake,US,59,384,384,Finisher,862,F40-44,3599,1:24:21,1:24:21,127,862,863,0:05:41,0:05:41,6:27:54,6:27:54,46,298,298,0:06:58,0:06:58,4:17:12,4:17:12,59,384,384,12:22:06
385,Christina Lauer,US,60,385,385,Finisher,911,F40-44,3596,1:02:02,1:02:02,19,109,109,0:04:17,0:04:17,6:24:01,6:24:01,19,119,119,0:05:05,0:05:05,4:46:54,4:46:54,60,385,385,12:22:18
386,Marielle Serres,FR,41,386,386,Finisher,1253,F45-49,3547,1:11:11,1:11:11,38,395,395,0:04:40,0:04:40,6:36:08,6:36:08,26,262,262,0:04:09,0:04:09,4:26:19,4:26:19,41,386,386,12:22:27
387,Claire Bléas,FR,61,387,387,Finisher,222,F35-39,3247,1:13:56,1:13:56,74,516,516,0:05:25,0:05:25,6:59:21,6:59:21,65,430,430,0:05:12,0:05:12,3:58:40,3:58:40,61,387,387,12:22:35
388,Renee Vanderheyden,,48,388,388,Finisher,1246,F25-29,3508,0:54:30,0:54:30,4,21,21,0:04:30,0:04:30,6:51:38,6:51:38,35,247,247,0:04:24,0:04:24,4:27:42,4:27:42,48,388,388,12:22:44
389,Claudia Metzner,DE,61,389,389,Finisher,875,F40-44,3583,1:29:21,1:29:21,144,995,996,0:09:36,0:09:36,6:21:38,6:21:38,48,316,316,0:06:48,0:06:48,4:16:02,4:16:02,61,389,389,12:23:25
390,Ann-Louise  Scheepers,AU,62,390,390,Finisher,147,F35-39,3236,1:08:59,1:08:59,31,313,313,0:05:26,0:05:26,7:06:54,7:06:54,68,458,458,0:05:59,0:05:59,3:56:15,3:56:15,62,390,390,12:23:33
391,Jennifer Zenker,AU,62,391,391,Finisher,836,F40-44,3579,0:53:52,0:53:52,1,20,20,0:05:44,0:05:44,6:08:39,6:08:39,5,56,56,0:05:08,0:05:08,5:10:23,5:10:23,62,391,391,12:23:45
392,Anne Kjelstrup,,63,392,392,Finisher,823,F40-44,3578,1:08:42,1:08:42,56,296,296,0:06:50,0:06:50,7:07:49,7:07:49,78,470,470,0:07:38,0:07:38,3:52:50,3:52:50,63,392,392,12:23:50
393,Suzanne Templer,GB,86,393,393,Finisher,600,F30-34,3200,1:17:21,1:17:21,115,638,638,0:06:33,0:06:33,6:54:53,6:54:53,91,432,432,0:05:52,0:05:52,3:59:28,3:59:28,86,393,393,12:24:06
394,Gwynnie Lamastra,US,49,394,394,Finisher,1185,F25-29,3489,0:56:49,0:56:49,7,44,44,0:04:13,0:04:13,7:07:30,7:07:30,48,360,360,0:04:11,0:04:11,4:11:37,4:11:37,49,394,394,12:24:20
395,Samantha Matthews,US,87,395,395,Finisher,539,F30-34,3197,1:17:48,1:17:48,120,654,654,0:06:42,0:06:42,7:05:30,7:05:30,102,512,512,0:05:56,0:05:56,3:48:25,3:48:25,87,395,395,12:24:21
396,Perrine Olivier,FR,64,396,396,Finisher,790,F40-44,3571,1:28:58,1:28:58,143,989,990,0:05:37,0:05:37,6:45:58,6:45:58,75,449,449,0:04:32,0:04:32,3:59:18,3:59:18,64,396,396,12:24:24
