rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
988,Britta Holthaus,,115,987,988,Finisher,1056,F50-54,1743,1:18:58,1:18:58,65,701,701,0:09:22,0:09:22,8:15:00,8:15:00,108,933,934,0:07:31,0:07:31,5:25:41,5:25:41,115,987,988,15:16:31
989,Marion Hughes,US,77,988,989,Finisher,416,F55-59,2307,1:26:26,1:26:26,72,926,927,0:08:26,0:08:26,8:39:34,8:39:34,93,1058,1059,0:07:42,0:07:42,4:54:34,4:54:34,77,988,989,15:16:42
990,Olivia Horvath,HU,133,989,990,Finisher,247,F35-39,1156,1:37:22,1:37:22,138,1083,1084,0:09:10,0:09:10,8:38:36,8:38:36,140,1083,1084,0:12:26,0:12:26,4:39:16,4:39:16,133,989,990,15:16:50
991,Agnes BOSSIS,FR,31,990,991,Finisher,341,F60-64,2937,1:32:06,1:32:06,40,1040,1041,0:12:27,0:12:27,7:31:45,7:31:45,20,816,817,0:12:28,0:12:28,5:48:12,5:48:12,31,990,991,15:16:59
992,Anastasia Valenzuela,US,166,991,992,Finisher,678,F30-34,1123,1:29:25,1:29:25,160,998,999,0:12:31,0:12:31,8:37:24,8:37:24,168,1069,1070,0:11:18,0:11:18,4:46:32,4:46:32,166,991,992,15:17:09
993,Kelly Graham,CA,116,992,993,Finisher,1011,F50-54,1734,1:30:13,1:30:13,120,1012,1013,0:13:51,0:13:51,8:14:40,8:14:40,117,996,997,0:12:25,0:12:25,5:06:04,5:06:04,116,992,993,15:17:14
994,Kerstin Donner-Hofmann,DE,117,993,994,Finisher,1091,F50-54,1709,1:20:59,1:20:59,82,766,767,0:06:53,0:06:53,8:32:12,8:32:12,119,1001,1002,0:08:27,0:08:27,5:10:49,5:10:49,117,993,994,15:19:20
995,Caroline Guay,CA,78,994,995,Finisher,486,F55-59,2266,1:25:54,1:25:54,69,911,912,0:09:33,0:09:33,8:28:25,8:28:25,86,1014,1015,0:11:27,0:11:27,5:04:45,5:04:45,78,994,995,15:20:04
996,Beth Bowen,US,118,995,996,Finisher,1072,F50-54,1696,1:17:40,1:17:40,58,646,646,0:08:35,0:08:35,8:10:38,8:10:38,105,916,917,0:08:47,0:08:47,5:34:46,5:34:46,118,995,996,15:20:26
997,Danelle Miller,US,142,996,997,Finisher,820,F40-44,1453,1:25:17,1:25:17,131,890,891,0:17:15,0:17:15,8:35:23,8:35:23,148,1063,1064,0:10:24,0:10:24,4:52:36,4:52:36,142,996,997,15:20:56
998,Luciana Cachem,BR,119,997,998,Finisher,963,F50-54,1685,1:23:24,1:23:24,90,841,842,0:09:35,0:09:35,8:36:45,8:36:45,128,1046,1047,0:07:14,0:07:14,5:04:22,5:04:22,119,997,998,15:21:20
999,Fedra Vazquez,,152,998,999,Finisher,1343,F45-49,1395,1:25:50,1:25:50,137,907,908,0:10:15,0:10:15,8:46:04,8:46:04,164,1074,1075,0:07:58,0:07:58,4:51:45,4:51:45,152,998,999,15:21:51
1000,Stephanie Lallement,US,120,999,1000,Finisher,1037,F50-54,1662,1:37:11,1:37:11,129,1082,1083,0:08:29,0:08:29,8:18:58,8:18:58,122,1018,1019,0:07:52,0:07:52,5:10:47,5:10:47,120,999,1000,15:23:16
1001,VANESSA MAIA MONTEGGIA,BR,121,1000,1001,Finisher,1080,F50-54,1659,1:26:36,1:26:36,104,932,933,0:15:40,0:15:40,7:50:07,7:50:07,99,900,901,0:12:27,0:12:27,5:38:37,5:38:37,121,1000,1001,15:23:29
1002,Lise Ashton,AU,32,1001,1002,Finisher,295,F60-64,2859,1:13:02,1:13:02,6,470,470,0:08:56,0:08:56,8:14:47,8:14:47,28,915,916,0:15:14,0:15:14,5:31:31,5:31:31,32,1001,1002,15:23:30
1003,Leishia Woolwine,US,79,1002,1003,Finisher,482,F55-59,2211,1:04:08,1:04:08,3,152,152,0:07:39,0:07:39,7:46:50,7:46:50,46,710,711,0:09:23,0:09:23,6:16:42,6:16:42,79,1002,1003,15:24:41
1004,Maggie Freeman,US,80,1003,1004,Finisher,513,F55-59,2206,1:27:08,1:27:08,76,947,948,0:07:46,0:07:46,8:08:39,8:08:39,73,934,935,0:06:45,0:06:45,5:34:47,5:34:47,80,1003,1004,15:25:04
1005,Cathy Boyle,US,122,1004,1005,Finisher,920,F50-54,1636,1:12:34,1:12:34,27,456,456,0:07:44,0:07:44,9:09:38,9:09:38,133,1101,1102,0:08:56,0:08:56,4:46:34,4:46:34,122,1004,1005,15:25:26
1006,Sandy Thompson,,33,1005,1006,Finisher,331,F60-64,2832,1:24:42,1:24:42,27,869,870,0:14:01,0:14:01,8:31:41,8:31:41,38,1047,1048,0:09:51,0:09:51,5:05:26,5:05:26,33,1005,1006,15:25:41
1007,Bonnie Holmes,AU,143,1006,1007,Finisher,893,F40-44,1394,1:16:39,1:16:39,102,618,618,0:05:30,0:05:30,7:38:38,7:38:38,105,726,727,0:07:18,0:07:18,6:17:45,6:17:45,143,1006,1007,15:25:50
1008,Caroline Scott,,153,1007,1008,Finisher,1299,F45-49,1347,1:34:03,1:34:03,162,1064,1065,0:10:23,0:10:23,7:59:59,7:59:59,141,942,943,0:09:19,0:09:19,5:32:07,5:32:07,153,1007,1008,15:25:51
1009,Amanda Radley,GB,81,1008,1009,Finisher,404,F55-59,2176,1:13:46,1:13:46,25,503,503,0:09:25,0:09:25,8:26:05,8:26:05,78,962,963,0:12:34,0:12:34,5:25:46,5:25:46,81,1008,1009,15:27:35
1010,Janet Fieker,DE,154,1009,1010,Finisher,1326,F45-49,1321,1:58:02,1:58:02,178,1135,1136,0:06:32,0:06:32,8:10:14,8:10:14,162,1059,1060,0:05:57,0:05:57,5:07:13,5:07:13,154,1009,1010,15:27:59
1011,Olivia Bolzer-Stanko,,155,1010,1011,Finisher,1404,F45-49,1312,1:28:11,1:28:11,150,974,975,0:09:27,0:09:27,8:01:53,8:01:53,137,923,924,0:05:33,0:05:33,5:43:42,5:43:42,155,1010,1011,15:28:45
1012,Jennifer El Sherif,US,123,1011,1012,Finisher,933,F50-54,1585,1:01:48,1:01:48,4,104,104,0:07:58,0:07:58,8:22:57,8:22:57,101,902,903,0:09:04,0:09:04,5:47:52,5:47:52,123,1011,1012,15:29:39
1013,Maria-Luise Lenhardt,DE,82,1012,1013,Finisher,528,F55-59,2146,1:12:54,1:12:54,22,465,465,0:07:30,0:07:30,8:29:29,8:29:29,79,965,966,0:10:14,0:10:14,5:29:58,5:29:58,82,1012,1013,15:30:06
1014,Holly Nicole Blackburn,US,167,1013,1014,Finisher,572,F30-34,1000,1:32:25,1:32:25,167,1044,1045,0:10:54,0:10:54,8:00:19,8:00:19,163,937,938,0:09:49,0:09:49,5:36:43,5:36:43,167,1013,1014,15:30:10
1015,Hannah Maclean,GB,168,1014,1015,Finisher,537,F30-34,1000,1:31:45,1:31:45,165,1031,1032,0:06:39,0:06:39,8:43:53,8:43:53,169,1075,1076,0:07:44,0:07:44,5:00:24,5:00:24,168,1014,1015,15:30:25
1016,Silvia Bellone,IT,156,1015,1016,Finisher,1282,F45-49,1290,1:51:05,1:51:05,177,1130,1131,0:09:54,0:09:54,8:36:30,8:36:30,172,1113,1114,0:05:34,0:05:34,4:47:33,4:47:33,156,1015,1016,15:30:36
1017,Karem Lajara,PR,157,1016,1017,Finisher,1364,F45-49,1281,1:25:47,1:25:47,136,905,906,0:07:25,0:07:25,7:47:48,7:47:48,120,842,843,0:11:46,0:11:46,5:58:36,5:58:36,157,1016,1017,15:31:20
1018,Deborah Maldonado,,158,1017,1018,Finisher,1270,F45-49,1281,1:32:05,1:32:05,157,1039,1040,0:07:56,0:07:56,8:27:35,8:27:35,157,1033,1034,0:10:29,0:10:29,5:13:16,5:13:16,158,1017,1018,15:31:21
1019,Leah Pate,US,159,1018,1019,Finisher,1458,F45-49,1263,1:25:15,1:25:15,129,886,887,0:09:09,0:09:09,8:26:33,8:26:33,150,1003,1004,0:11:51,0:11:51,5:20:03,5:20:03,159,1018,1019,15:32:51
1020,Kate Burton,AU,144,1019,1020,Finisher,723,F40-44,1309,1:19:56,1:19:56,117,737,737,0:07:17,0:07:17,8:15:41,8:15:41,132,931,932,0:08:31,0:08:31,5:41:27,5:41:27,144,1019,1020,15:32:52
1021,Jacquie Allgire,US,34,1020,1021,Finisher,347,F60-64,2743,1:24:50,1:24:50,28,871,872,0:06:30,0:06:30,7:57:28,7:57:28,23,877,878,0:06:33,0:06:33,5:57:46,5:57:46,34,1020,1021,15:33:07
1022,Tatiana Zander,DE,134,1021,1022,Finisher,217,F35-39,1000,1:32:23,1:32:23,135,1043,1044,0:12:25,0:12:25,8:32:20,8:32:20,139,1062,1063,0:08:18,0:08:18,5:08:48,5:08:48,134,1021,1022,15:34:15
1023,Sarah Jervoso,PH,145,1022,1023,Finisher,883,F40-44,1288,1:35:01,1:35:01,147,1069,1070,0:08:01,0:08:01,8:23:28,8:23:28,142,1028,1029,0:08:25,0:08:25,5:19:45,5:19:45,145,1022,1023,15:34:41
1024,Tyra Boyd,US,102,1023,1024,Finisher,1226,F25-29,1201,1:32:34,1:32:34,103,1046,1047,0:07:23,0:07:23,8:34:00,8:34:00,103,1057,1058,0:14:05,0:14:05,5:06:56,5:06:56,102,1023,1024,15:34:58
1025,Loranne Ausley,US,35,1024,1025,Finisher,323,F60-64,2717,1:24:06,1:24:06,26,856,857,0:09:02,0:09:02,9:05:05,9:05:05,43,1115,1116,0:10:47,0:10:47,4:46:19,4:46:19,35,1024,1025,15:35:19
1026,Tammy Haws,US,146,1025,1026,Finisher,908,F40-44,1279,1:14:41,1:14:41,95,554,554,0:11:36,0:11:36,7:59:31,7:59:31,123,860,861,0:15:45,0:15:45,5:53:52,5:53:52,146,1025,1026,15:35:25
1027,Kaitlin Scepanski,US,135,1026,1027,Finisher,259,F35-39,1000,1:20:04,1:20:04,99,745,745,0:09:02,0:09:02,8:32:14,8:32:14,134,1005,1006,0:08:31,0:08:31,5:25:38,5:25:38,135,1026,1027,15:35:30
1028,Clare Harris,,136,1027,1028,Finisher,140,F35-39,1000,1:20:46,1:20:46,103,761,762,0:10:01,0:10:01,8:30:48,8:30:48,135,1006,1007,0:11:57,0:11:57,5:22:17,5:22:17,136,1027,1028,15:35:49
1029,Elizabeth Gannon,GB,36,1028,1029,Finisher,279,F60-64,2711,1:20:54,1:20:54,14,763,764,0:06:51,0:06:51,7:59:42,7:59:42,22,869,870,0:08:59,0:08:59,5:59:23,5:59:23,36,1028,1029,15:35:49
1030,Coline Chene,FR,33,1029,1030,Finisher,1106,F18-24,1791,1:21:13,1:21:13,31,774,775,0:07:42,0:07:42,8:35:57,8:35:57,33,1020,1021,0:04:32,0:04:32,5:27:00,5:27:00,33,1029,1030,15:36:24
1031,Jiyon Han,KR,83,1030,1031,Finisher,473,F55-59,2065,1:39:18,1:39:18,102,1099,1100,0:10:23,0:10:23,8:41:35,8:41:35,104,1104,1105,0:07:53,0:07:53,4:57:41,4:57:41,83,1030,1031,15:36:50
1032,Ellen Klein,US,84,1031,1032,Finisher,403,F55-59,2062,1:32:50,1:32:50,93,1051,1052,0:09:45,0:09:45,8:50:07,8:50:07,105,1107,1108,0:09:09,0:09:09,4:55:13,4:55:13,84,1031,1032,15:37:05
1033,Christina Kabbash,US,85,1032,1033,Finisher,476,F55-59,2051,1:24:59,1:24:59,67,876,877,0:12:47,0:12:47,8:30:03,8:30:03,89,1034,1035,0:13:21,0:13:21,5:16:49,5:16:49,85,1032,1033,15:37:59
1034,Yumei Yan,CN,160,1033,1034,Finisher,1470,F45-49,1185,1:39:21,1:39:21,169,1100,1101,0:07:07,0:07:07,8:21:05,8:21:05,156,1032,1033,0:06:59,0:06:59,5:24:45,5:24:45,160,1033,1034,15:39:17
1035,Sarah Erana,,147,1034,1035,Finisher,881,F40-44,1231,1:27:27,1:27:27,137,958,959,0:08:47,0:08:47,8:35:28,8:35:28,146,1051,1052,0:05:29,0:05:29,5:22:11,5:22:11,147,1034,1035,15:39:22
1036,Nancy Goodnight,,86,1035,1036,Finisher,428,F55-59,2031,1:34:22,1:34:22,97,1066,1067,0:11:50,0:11:50,8:44:00,8:44:00,103,1103,1104,0:09:38,0:09:38,4:59:49,4:59:49,86,1035,1036,15:39:39
1037,Katie Benjamin,,169,1036,1037,Finisher,584,F30-34,1000,1:23:48,1:23:48,146,850,851,0:08:56,0:08:56,8:38:56,8:38:56,167,1050,1051,0:08:44,0:08:44,5:20:01,5:20:01,169,1036,1037,15:40:24
1038,Shannon Clancy,,137,1037,1038,Finisher,214,F35-39,1000,1:28:50,1:28:50,132,987,988,0:08:49,0:08:49,7:56:06,7:56:06,122,908,909,0:07:00,0:07:00,5:59:45,5:59:45,137,1037,1038,15:40:30
1039,Alyssa Knese,,138,1038,1039,Finisher,172,F35-39,1000,1:20:16,1:20:16,100,747,747,0:10:54,0:10:54,8:02:44,8:02:44,123,909,910,0:09:48,0:09:48,5:56:54,5:56:54,138,1038,1039,15:40:35
1040,Elise Loftin,,87,1039,1040,Finisher,396,F55-59,2019,1:16:09,1:16:09,34,606,606,0:06:42,0:06:42,7:51:44,7:51:44,57,808,809,0:08:12,0:08:12,6:17:51,6:17:51,87,1039,1040,15:40:40
1041,Emily Chu,US,34,1040,1041,Finisher,1120,F18-24,1738,1:10:32,1:10:32,20,368,368,0:08:37,0:08:37,8:54:34,8:54:34,34,1056,1057,0:08:43,0:08:43,5:18:23,5:18:23,34,1040,1041,15:40:48
1042,Harumi Shino,JP,124,1041,1042,Finisher,1081,F50-54,1449,1:33:23,1:33:23,126,1056,1057,0:14:49,0:14:49,8:13:07,8:13:07,120,1004,1005,0:15:16,0:15:16,5:24:25,5:24:25,124,1041,1042,15:41:00
1043,Jana Riedmann,US,161,1042,1043,Finisher,1300,F45-49,1163,1:21:28,1:21:28,110,782,783,0:11:52,0:11:52,8:36:24,8:36:24,160,1045,1046,0:09:20,0:09:20,5:22:05,5:22:05,161,1042,1043,15:41:08
1044,Libby Sheldon,GB,103,1043,1044,Finisher,1242,F25-29,1121,1:24:51,1:24:51,94,873,874,0:07:00,0:07:00,8:35:12,8:35:12,102,1029,1030,0:08:58,0:08:58,5:25:39,5:25:39,103,1043,1044,15:41:40
1045,Julie Mueller,,148,1044,1045,Finisher,740,F40-44,1199,1:27:55,1:27:55,139,969,970,0:08:14,0:08:14,8:17:11,8:17:11,135,980,981,0:06:28,0:06:28,5:42:17,5:42:17,148,1044,1045,15:42:05
1046,Danni-Lee Grace,AU,162,1045,1046,Finisher,1304,F45-49,1142,1:04:18,1:04:18,12,153,153,0:10:43,0:10:43,8:34:50,8:34:50,145,964,965,0:14:17,0:14:17,5:38:47,5:38:47,162,1045,1046,15:42:56
1047,Maria Kline,US,139,1046,1047,Finisher,236,F35-39,1000,1:24:16,1:24:16,116,861,862,0:07:41,0:07:41,8:01:29,8:01:29,121,905,906,0:09:02,0:09:02,6:00:37,6:00:37,139,1046,1047,15:43:05
1048,Cornelia Tschenet,AT,163,1047,1048,Finisher,1438,F45-49,1139,1:44:40,1:44:40,174,1121,1122,0:09:00,0:09:00,7:50:16,7:50:16,140,940,941,0:07:51,0:07:51,5:51:22,5:51:22,163,1047,1048,15:43:09
1049,Daniel Glasper,,164,1048,1049,Finisher,1332,F45-49,1116,1:27:10,1:27:10,149,950,951,0:07:00,0:07:00,8:52:39,8:52:39,168,1088,1089,0:08:58,0:08:58,5:09:15,5:09:15,164,1048,1049,15:45:02
1050,Timothy Lindfelt,US,149,1049,1050,Finisher,785,F40-44,1156,1:14:57,1:14:57,98,566,566,0:06:33,0:06:33,9:27:49,9:27:49,155,1136,1137,0:05:11,0:05:11,4:51:11,4:51:11,149,1049,1050,15:45:41
1051,Lisa Wallace,,165,1050,1051,Finisher,1279,F45-49,1104,1:12:05,1:12:05,52,442,442,0:07:38,0:07:38,8:53:25,8:53:25,161,1054,1055,0:07:58,0:07:58,5:24:59,5:24:59,165,1050,1051,15:46:05
1052,Yuri Niida,JP,125,1051,1052,Finisher,977,F50-54,1387,1:32:35,1:32:35,125,1047,1048,0:14:05,0:14:05,8:48:52,8:48:52,136,1112,1113,0:11:48,0:11:48,4:58:49,4:58:49,125,1051,1052,15:46:09
1053,Elizabeth Young,,166,1052,1053,Finisher,1444,F45-49,1097,1:25:19,1:25:19,131,891,892,0:10:20,0:10:20,8:20:28,8:20:28,149,991,992,0:11:35,0:11:35,5:38:57,5:38:57,166,1052,1053,15:46:39
1054,Pauline Green,,9,1053,1054,Finisher,372,F65-69,3171,1:25:41,1:25:41,8,898,899,0:09:12,0:09:12,8:18:40,8:18:40,8,981,982,0:12:32,0:12:32,5:40:49,5:40:49,9,1053,1054,15:46:54
1055,Holly Monks,AU,150,1054,1055,Finisher,744,F40-44,1134,1:13:15,1:13:15,86,480,480,0:08:36,0:08:36,8:06:27,8:06:27,125,872,873,0:10:42,0:10:42,6:08:31,6:08:31,150,1054,1055,15:47:30
1056,Rachelle Doom,US,126,1055,1056,Finisher,1023,F50-54,1366,1:23:07,1:23:07,88,828,829,0:08:41,0:08:41,8:32:14,8:32:14,121,1017,1018,0:05:51,0:05:51,5:37:59,5:37:59,126,1055,1056,15:47:52
1057,Natalia King,AU,104,1056,1057,Finisher,1234,F25-29,1046,1:18:49,1:18:49,82,699,699,0:06:08,0:06:08,9:01:10,9:01:10,106,1086,1087,0:05:15,0:05:15,5:16:33,5:16:33,104,1056,1057,15:47:54
1058,Keiko Nakakarumai,JP,37,1057,1058,Finisher,339,F60-64,2563,1:21:36,1:21:36,17,789,790,0:13:09,0:13:09,9:07:19,9:07:19,44,1125,1126,0:07:39,0:07:39,4:58:24,4:58:24,37,1057,1058,15:48:07
1059,Sandra Stadler,,127,1058,1059,Finisher,1029,F50-54,1349,1:14:34,1:14:34,44,547,547,0:09:25,0:09:25,8:05:29,8:05:29,97,881,882,0:13:12,0:13:12,6:06:39,6:06:39,127,1058,1059,15:49:18
1060,Laurie Kutch,US,88,1059,1060,Finisher,438,F55-59,1911,1:19:27,1:19:27,51,716,716,0:10:58,0:10:58,8:34:17,8:34:17,88,1019,1020,0:10:34,0:10:34,5:34:24,5:34:24,88,1059,1060,15:49:41
1061,Jacqueline Roberts,ZA,167,1060,1061,Finisher,1447,F45-49,1059,1:18:23,1:18:23,94,681,681,0:09:55,0:09:55,8:34:34,8:34:34,152,1011,1012,0:08:52,0:08:52,5:38:06,5:38:06,167,1060,1061,15:49:49
1062,Kari Myrland,US,10,1061,1062,Finisher,381,F65-69,3132,1:23:18,1:23:18,4,834,835,0:09:17,0:09:17,8:36:26,8:36:26,13,1043,1044,0:09:46,0:09:46,5:31:22,5:31:22,10,1061,1062,15:50:09
1063,Angelika Mathes,DE,38,1062,1063,Finisher,309,F60-64,2538,1:26:31,1:26:31,33,930,931,0:07:56,0:07:56,8:19:08,8:19:08,34,982,983,0:10:11,0:10:11,5:46:26,5:46:26,38,1062,1063,15:50:12
1064,Anna Loney,US,151,1063,1064,Finisher,731,F40-44,1101,1:17:46,1:17:46,109,652,652,0:10:46,0:10:46,8:49:41,8:49:41,149,1064,1065,0:10:11,0:10:11,5:21:50,5:21:50,151,1063,1064,15:50:14
1065,Margie Zak,,39,1064,1065,Finisher,335,F60-64,2538,1:29:30,1:29:30,37,1000,1001,0:08:31,0:08:31,8:13:22,8:13:22,33,971,972,0:14:39,0:14:39,5:44:14,5:44:14,39,1064,1065,15:50:15
1066,Lisa Plunkett,US,89,1065,1066,Finisher,412,F55-59,1901,1:18:22,1:18:22,43,679,679,0:08:36,0:08:36,7:52:18,7:52:18,59,831,832,0:16:51,0:16:51,6:14:24,6:14:24,89,1065,1066,15:50:32
1067,Jackie Frary,GB,140,1066,1067,Finisher,187,F35-39,1000,1:28:43,1:28:43,130,985,986,0:08:31,0:08:31,8:55:16,8:55:16,142,1106,1107,0:04:43,0:04:43,5:13:37,5:13:37,140,1066,1067,15:50:50
1068,Karin Gfeller Howald,CH,128,1067,1068,Finisher,1078,F50-54,1325,1:24:50,1:24:50,95,872,873,0:09:17,0:09:17,8:09:26,8:09:26,109,935,936,0:10:05,0:10:05,5:57:43,5:57:43,128,1067,1068,15:51:21
1069,Sabrina (Xiaodan) Wang,,129,1068,1069,Finisher,1057,F50-54,1310,1:36:42,1:36:42,128,1081,1082,0:09:55,0:09:55,8:52:36,8:52:36,137,1121,1122,0:06:18,0:06:18,5:07:05,5:07:05,129,1068,1069,15:52:36
1070,Amy Fletcher,US,90,1069,1070,Finisher,490,F55-59,1859,1:18:38,1:18:38,47,694,694,0:07:49,0:07:49,8:14:43,8:14:43,70,927,928,0:13:11,0:13:11,5:59:41,5:59:41,90,1069,1070,15:54:02
1071,Jean Watson,US,11,1070,1071,Finisher,368,F65-69,3055,1:38:41,1:38:41,16,1094,1095,0:14:09,0:14:09,8:15:31,8:15:31,12,1039,1040,0:08:07,0:08:07,5:40:07,5:40:07,11,1070,1071,15:56:35
1072,Sumie Jasmine Kawakami,JP,40,1071,1072,Finisher,326,F60-64,2458,1:30:06,1:30:06,38,1010,1011,0:14:43,0:14:43,8:57:40,8:57:40,45,1127,1128,0:16:19,0:16:19,4:58:07,4:58:07,40,1071,1072,15:56:55
1073,Lucy Kohler,US,170,1072,1073,Finisher,620,F30-34,1000,1:23:44,1:23:44,145,848,849,0:09:52,0:09:52,8:49:44,8:49:44,170,1078,1079,0:08:27,0:08:27,5:25:09,5:25:09,170,1072,1073,15:56:57
1074,Kirsty Kennedy,GB,168,1073,1074,Finisher,1321,F45-49,1000,1:23:12,1:23:12,119,831,832,0:08:28,0:08:28,8:34:00,8:34:00,153,1023,1024,0:11:19,0:11:19,5:40:41,5:40:41,168,1073,1074,15:57:40
1075,Kristin Magnusdottir,,12,1074,1075,Finisher,379,F65-69,3035,1:27:14,1:27:14,9,952,953,0:06:56,0:06:56,8:58:52,8:58:52,14,1108,1109,0:10:27,0:10:27,5:14:45,5:14:45,12,1074,1075,15:58:14
1076,Katherine Dease,,169,1075,1076,Finisher,1375,F45-49,1000,1:14:20,1:14:20,67,534,534,0:07:36,0:07:36,8:09:06,8:09:06,131,892,893,0:14:16,0:14:16,6:12:58,6:12:58,169,1075,1076,15:58:14
1077,Clair Turner,,130,1076,1077,Finisher,1058,F50-54,1235,1:41:28,1:41:28,134,1107,1108,0:07:07,0:07:07,8:18:57,8:18:57,126,1031,1032,0:09:06,0:09:06,5:42:12,5:42:12,130,1076,1077,15:58:50
1078,Meagan Snyder,,170,1077,1078,Finisher,1346,F45-49,1000,1:44:25,1:44:25,173,1119,1120,0:09:01,0:09:01,8:29:20,8:29:20,166,1077,1078,0:09:58,0:09:58,5:26:18,5:26:18,170,1077,1078,15:59:02
1079,Cornelia Kogler,CH,131,1078,1079,Finisher,1031,F50-54,1216,1:17:44,1:17:44,59,650,650,0:07:37,0:07:37,8:43:23,8:43:23,127,1041,1042,0:07:43,0:07:43,5:43:57,5:43:57,131,1078,1079,16:00:25
1080,Kathleen Mccullough,US,41,1079,1080,Finisher,320,F60-64,2385,1:33:45,1:33:45,41,1058,1059,0:13:39,0:13:39,8:18:48,8:18:48,37,1027,1028,0:14:10,0:14:10,5:42:35,5:42:35,41,1079,1080,16:02:57
1081,Maria Emilia Ferraro,,171,1080,1081,Finisher,1449,F45-49,1000,1:48:56,1:48:56,176,1127,1128,0:07:39,0:07:39,8:45:47,8:45:47,177,1126,1127,0:13:40,0:13:40,5:07:08,5:07:08,171,1080,1081,16:03:10
1082,Marty Smith,,13,1081,1082,Finisher,366,F65-69,2953,1:20:45,1:20:45,3,760,761,0:14:15,0:14:15,9:03:37,9:03:37,15,1117,1118,0:08:24,0:08:24,5:18:02,5:18:02,13,1081,1082,16:05:04
1083,Rebecca Thompson,US,172,1082,1083,Finisher,1422,F45-49,1000,1:18:33,1:18:33,97,689,689,0:05:50,0:05:50,9:22:41,9:22:41,178,1133,1134,0:03:47,0:03:47,5:14:34,5:14:34,172,1082,1083,16:05:25
1084,Danusa Silva Menezes,BR,91,1083,1084,Finisher,500,F55-59,1709,1:14:16,1:14:16,28,529,529,0:09:36,0:09:36,8:27:14,8:27:14,81,970,971,0:11:06,0:11:06,6:04:19,6:04:19,91,1083,1084,16:06:31
1085,Kari Gondeck,,152,1084,1085,Finisher,763,F40-44,1000,1:27:03,1:27:03,135,945,946,0:08:18,0:08:18,8:20:48,8:20:48,139,992,993,0:05:40,0:05:40,6:05:00,6:05:00,152,1084,1085,16:06:49
1086,Fiona Betts,GB,132,1085,1086,Finisher,978,F50-54,1129,1:19:50,1:19:50,73,731,731,0:13:10,0:13:10,8:55:48,8:55:48,132,1097,1098,0:09:47,0:09:47,5:29:04,5:29:04,132,1085,1086,16:07:39
1087,Julia Becker,US,141,1086,1087,Finisher,229,F35-39,1000,1:29:32,1:29:32,134,1001,1002,0:09:08,0:09:08,8:33:55,8:33:55,138,1052,1053,0:09:43,0:09:43,5:45:40,5:45:40,141,1086,1087,16:07:59
1088,Baber McKenzie,US,133,1087,1088,Finisher,975,F50-54,1123,1:43:56,1:43:56,137,1117,1118,0:09:17,0:09:17,8:34:35,8:34:35,131,1093,1094,0:07:59,0:07:59,5:32:20,5:32:20,133,1087,1088,16:08:07
1089,Betsy Banks,,134,1088,1089,Finisher,926,F50-54,1104,1:54:44,1:54:44,139,1134,1135,0:12:05,0:12:05,8:36:33,8:36:33,139,1129,1130,0:06:28,0:06:28,5:19:56,5:19:56,134,1088,1089,16:09:46
1090,Jami Callahan-Brill,US,92,1089,1090,Finisher,426,F55-59,1661,1:18:07,1:18:07,42,667,667,0:09:16,0:09:16,8:35:25,8:35:25,84,1010,1011,0:13:29,0:13:29,5:54:15,5:54:15,92,1089,1090,16:10:32
1091,Yelina Chumillo,,153,1090,1091,Finisher,807,F40-44,1000,1:27:57,1:27:57,140,971,972,0:07:08,0:07:08,8:52:04,8:52:04,152,1089,1090,0:05:40,0:05:40,5:38:01,5:38:01,153,1090,1091,16:10:50
1092,Stacy Garcia,,173,1091,1092,Finisher,1354,F45-49,1000,1:36:20,1:36:20,163,1077,1078,0:07:20,0:07:20,8:54:24,8:54:24,173,1114,1115,0:08:18,0:08:18,5:24:55,5:24:55,173,1091,1092,16:11:18
1093,Lainy Porter,US,174,1092,1093,Finisher,1431,F45-49,1000,1:18:14,1:18:14,91,675,675,0:08:41,0:08:41,9:11:40,9:11:40,174,1116,1117,0:10:58,0:10:58,5:22:09,5:22:09,174,1092,1093,16:11:41
1094,Maria Seferoglou,,135,1093,1094,Finisher,965,F50-54,1075,1:15:28,1:15:28,51,582,582,0:17:26,0:17:26,8:32:57,8:32:57,124,1026,1027,0:17:13,0:17:13,5:49:05,5:49:05,135,1093,1094,16:12:09
1095,Stephanie Davis,US,136,1094,1095,Finisher,1059,F50-54,1045,1:19:31,1:19:31,69,720,720,0:14:28,0:14:28,9:05:36,9:05:36,138,1122,1123,0:08:29,0:08:29,5:26:35,5:26:35,136,1094,1095,16:14:39
1096,Edith Pfister,US,175,1095,1096,Finisher,1259,F45-49,1000,1:43:29,1:43:29,171,1115,1116,0:08:35,0:08:35,8:34:19,8:34:19,167,1087,1088,0:07:27,0:07:27,5:40:50,5:40:50,175,1095,1096,16:14:40
1097,Sandra Hawryluk,CA,42,1096,1097,Finisher,328,F60-64,2233,1:34:00,1:34:00,43,1063,1064,0:06:56,0:06:56,8:43:01,8:43:01,41,1079,1080,0:06:06,0:06:06,5:45:34,5:45:34,42,1096,1097,16:15:36
