rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
510,Pannapat Krarunpetch,,109,510,510,Finisher,777,F30-34,3502,1:01:56,1:01:56,7,77,77,0:04:23,0:04:23,6:19:32,6:19:32,118,559,559,0:06:41,0:06:41,4:07:15,4:07:15,109,510,510,11:39:47
511,Hayley Milentis,,92,511,511,Finisher,151,F35-39,3633,1:19:46,1:19:46,102,680,680,0:04:25,0:04:25,6:10:45,6:10:45,119,707,707,0:07:11,0:07:11,3:57:44,3:57:44,92,511,511,11:39:51
512,Irene Baratta,IT,93,512,512,Finisher,125,F35-39,3632,1:10:40,1:10:40,51,291,291,0:07:15,0:07:15,6:25:44,6:25:44,136,819,819,0:09:01,0:09:01,3:47:13,3:47:13,93,512,512,11:39:53
513,Laura Greczmiel,DE,57,513,513,Finisher,1384,F25-29,3598,1:12:40,1:12:40,55,370,370,0:04:46,0:04:46,6:04:46,6:04:46,53,516,516,0:03:50,0:03:50,4:14:01,4:14:01,57,513,513,11:40:02
514,Fernanda Pileggi,,94,514,514,Finisher,254,F35-39,3626,1:17:54,1:17:54,93,581,581,0:05:43,0:05:43,6:03:53,6:03:53,101,584,584,0:08:13,0:08:13,4:04:39,4:04:39,94,514,514,11:40:23
515,Silvia Helena Barbosa Prado,BR,57,515,515,Finisher,1687,F45-49,3836,1:19:02,1:19:02,79,632,632,0:04:14,0:04:14,5:51:08,5:51:08,46,428,428,0:08:43,0:08:43,4:17:21,4:17:21,57,515,515,11:40:27
516,Yiseul Son,KR,95,516,516,Finisher,235,F35-39,3624,1:21:00,1:21:00,108,751,751,0:05:09,0:05:09,6:09:30,6:09:30,120,719,719,0:06:13,0:06:13,3:58:42,3:58:42,95,516,516,11:40:36
517,Alexandra Muesenfechter,US,84,517,517,Finisher,958,F40-44,3753,1:24:02,1:24:02,152,919,919,0:08:11,0:08:11,5:35:30,5:35:30,57,342,342,0:08:26,0:08:26,4:24:51,4:24:51,84,517,517,11:41:00
518,Anja Bröcker,DE,85,518,518,Finisher,1036,F40-44,3752,1:20:36,1:20:36,118,732,732,0:04:45,0:04:45,5:53:19,5:53:19,82,471,471,0:09:50,0:09:50,4:12:39,4:12:39,85,518,518,11:41:08
519,Janine Cicci,,36,519,519,Finisher,1179,F50-54,3860,1:20:12,1:20:12,65,706,706,0:06:01,0:06:01,5:35:53,5:35:53,15,290,290,0:07:14,0:07:14,4:32:33,4:32:33,36,519,519,11:41:53
520,Berber Kramer,NL,86,520,520,Finisher,920,F40-44,3742,1:12:34,1:12:34,47,368,368,0:03:24,0:03:24,5:07:09,5:07:09,4,52,52,0:04:56,0:04:56,5:13:53,5:13:53,86,520,520,11:41:56
521,Juliana De Souza Bueno,,87,521,521,Finisher,918,F40-44,3742,1:12:05,1:12:05,44,346,346,0:03:08,0:03:08,5:47:59,5:47:59,45,299,299,0:07:38,0:07:38,4:31:09,4:31:09,87,521,521,11:41:58
522,Tylynn Ludwig,,110,522,522,Finisher,789,F30-34,3471,1:19:47,1:19:47,113,682,682,0:05:50,0:05:50,5:47:01,5:47:01,79,402,402,0:04:45,0:04:45,4:24:58,4:24:58,110,522,522,11:42:22
523,Leslie Zavala,,58,523,523,Finisher,1540,F45-49,3811,1:23:06,1:23:06,121,878,878,0:04:48,0:04:48,5:58:31,5:58:31,73,568,568,0:06:02,0:06:02,4:10:09,4:10:09,58,523,523,11:42:36
524,Mary Swayze,,88,524,524,Finisher,892,F40-44,3733,1:14:10,1:14:10,60,425,425,0:04:36,0:04:36,5:59:23,5:59:23,81,466,466,0:05:52,0:05:52,4:18:43,4:18:43,88,524,524,11:42:44
525,Nina Ain El Fitre,CH,96,525,525,Finisher,239,F35-39,3596,1:12:53,1:12:53,64,383,383,0:03:42,0:03:42,5:43:55,5:43:55,42,271,271,0:05:57,0:05:57,4:36:28,4:36:28,96,525,525,11:42:55
526,Tomo Suzaki,JP,97,526,526,Finisher,332,F35-39,3595,1:20:00,1:20:00,103,690,690,0:06:39,0:06:39,5:56:05,5:56:05,92,522,522,0:08:16,0:08:16,4:11:59,4:11:59,97,526,526,11:42:58
527,Audrey Sorin,FR,58,527,527,Finisher,1373,F25-29,3563,1:13:21,1:13:21,59,403,403,0:06:10,0:06:10,6:08:16,6:08:16,63,593,593,0:06:11,0:06:11,4:09:01,4:09:01,58,527,527,11:42:58
528,Evelyn Degrendele,,59,528,528,Finisher,1719,F45-49,3805,1:27:21,1:27:21,149,1072,1072,0:04:19,0:04:19,5:48:27,5:48:27,61,489,489,0:05:52,0:05:52,4:17:05,4:17:05,59,528,528,11:43:03
529,Layla Georgina Arcos Sotelo,MX,111,529,529,Finisher,692,F30-34,3462,1:07:14,1:07:14,26,159,159,0:05:02,0:05:02,6:12:32,6:12:32,115,550,550,0:04:56,0:04:56,4:13:21,4:13:21,111,529,529,11:43:06
530,Anna Hoffmann,DE,60,530,530,Finisher,1574,F45-49,3801,1:17:26,1:17:26,69,556,556,0:04:57,0:04:57,6:00:57,6:00:57,62,529,529,0:05:58,0:05:58,4:14:05,4:14:05,60,530,530,11:43:22
531,Anna Sophie Schäfer,DE,59,531,531,Finisher,1334,F25-29,3557,1:40:40,1:40:40,120,1429,1429,0:05:56,0:05:56,5:48:55,5:48:55,74,716,716,0:08:12,0:08:12,3:59:44,3:59:44,59,531,531,11:43:28
532,Birgit Wessel,DE,37,532,532,Finisher,1296,F50-54,3838,1:12:35,1:12:35,20,369,369,0:04:06,0:04:06,5:43:00,5:43:00,10,257,257,0:06:40,0:06:40,4:37:21,4:37:21,37,532,532,11:43:42
533,Loubna Freih,CH,9,533,533,Finisher,585,F55-59,4239,1:44:15,1:44:15,124,1469,1469,0:05:16,0:05:16,5:48:32,5:48:32,32,752,752,0:04:45,0:04:45,4:00:57,4:00:57,9,533,533,11:43:45
534,Lorena Fariña,AR,61,534,534,Finisher,1733,F45-49,3796,1:21:32,1:21:32,109,778,778,0:05:36,0:05:36,6:03:21,6:03:21,87,633,633,0:06:08,0:06:08,4:07:10,4:07:10,61,534,534,11:43:47
535,Martyna Maczka,PL,89,535,535,Finisher,913,F40-44,3719,1:27:27,1:27:27,174,1079,1079,0:07:31,0:07:31,6:07:15,6:07:15,135,801,801,0:05:24,0:05:24,3:56:14,3:56:14,89,535,535,11:43:51
536,Marine Konarski,FR,98,536,536,Finisher,157,F35-39,3584,1:25:42,1:25:42,153,1014,1014,0:04:51,0:04:51,6:09:51,6:09:51,128,782,782,0:06:42,0:06:42,3:56:47,3:56:47,98,536,536,11:43:54
537,Nana Otsu,,38,537,537,Finisher,1238,F50-54,3836,1:28:27,1:28:27,127,1133,1133,0:11:03,0:11:03,5:54:11,5:54:11,52,691,691,0:05:35,0:05:35,4:04:40,4:04:40,38,537,537,11:43:55
538,Chelsea  Hinrichs,US,112,538,538,Finisher,760,F30-34,3450,1:27:51,1:27:51,170,1102,1102,0:05:54,0:05:54,6:02:11,6:02:11,135,723,723,0:05:35,0:05:35,4:02:34,4:02:34,112,538,538,11:44:06
539,Erin Horil,,113,539,539,Finisher,732,F30-34,3449,1:07:28,1:07:28,30,166,166,0:05:10,0:05:10,5:42:18,5:42:18,47,210,210,0:07:59,0:07:59,4:41:18,4:41:18,113,539,539,11:44:14
540,ANOUK VAN DER LINDEN,FR,99,540,540,Finisher,263,F35-39,3577,1:22:48,1:22:48,124,853,853,0:11:23,0:11:23,6:08:39,6:08:39,134,810,810,0:09:35,0:09:35,3:52:03,3:52:03,99,540,540,11:44:28
541,Adriana Mestres López,ES,60,541,541,Finisher,1319,F25-29,3542,1:05:39,1:05:39,26,132,132,0:06:38,0:06:38,5:54:48,5:54:48,42,337,337,0:07:06,0:07:06,4:30:33,4:30:33,60,541,541,11:44:44
542,Yuliya Azzopardi Mazur,,100,542,542,Finisher,252,F35-39,3574,1:21:41,1:21:41,114,794,794,0:06:09,0:06:09,6:10:16,6:10:16,123,754,754,0:05:11,0:05:11,4:01:28,4:01:28,100,542,542,11:44:45
543,Tamara Mabire,CH,90,543,543,Finisher,1021,F40-44,3704,1:18:17,1:18:17,83,594,594,0:05:29,0:05:29,5:57:45,5:57:45,87,508,508,0:05:15,0:05:15,4:18:23,4:18:23,90,543,543,11:45:08
544,Sandra Stark,,91,544,544,Finisher,951,F40-44,3703,1:42:05,1:42:05,227,1452,1452,0:06:30,0:06:30,6:10:52,6:10:52,172,1012,1012,0:05:47,0:05:47,3:39:59,3:39:59,91,544,544,11:45:12
545,Lauren Magin,US,92,545,545,Finisher,1030,F40-44,3700,1:17:31,1:17:31,77,559,559,0:06:23,0:06:23,6:24:16,6:24:16,151,877,877,0:10:04,0:10:04,3:47:14,3:47:14,92,545,545,11:45:28
546,Maria Victoria Abrate,,62,546,546,Finisher,1713,F45-49,3776,1:27:41,1:27:41,159,1096,1096,0:06:14,0:06:14,5:55:28,5:55:28,86,616,616,0:06:39,0:06:39,4:09:25,4:09:25,62,546,546,11:45:28
547,Lindsay Long,US,93,547,547,Finisher,885,F40-44,3699,1:23:07,1:23:07,142,880,880,0:04:39,0:04:39,5:46:08,5:46:08,72,421,421,0:05:14,0:05:14,4:26:21,4:26:21,93,547,547,11:45:30
548,Sara Hernandez Mollfulleda,,114,548,548,Finisher,736,F30-34,3433,1:12:07,1:12:07,61,350,350,0:05:53,0:05:53,5:53:58,5:53:58,77,397,397,0:06:47,0:06:47,4:26:48,4:26:48,114,548,548,11:45:34
549,Bella Kolinac,AU,27,549,549,Finisher,1485,F18-24,3684,1:14:03,1:14:03,31,419,419,0:04:56,0:04:56,5:54:49,5:54:49,24,419,419,0:08:04,0:08:04,4:23:51,4:23:51,27,549,549,11:45:44
550,Mary Tobiason,US,10,550,550,Finisher,478,F55-59,4214,1:18:51,1:18:51,25,626,626,0:05:06,0:05:06,6:04:13,6:04:13,9,602,602,0:07:21,0:07:21,4:10:15,4:10:15,10,550,550,11:45:47
551,Melinda Hand,AU,63,551,551,Finisher,1589,F45-49,3772,1:15:19,1:15:19,56,487,487,0:07:58,0:07:58,5:56:38,5:56:38,60,485,485,0:05:40,0:05:40,4:20:12,4:20:12,63,551,551,11:45:47
552,Sarah Wendland-Zachewicz,DE,115,552,552,Finisher,678,F30-34,3430,1:12:12,1:12:12,65,355,355,0:04:53,0:04:53,5:40:41,5:40:41,51,235,235,0:04:49,0:04:49,4:43:13,4:43:13,115,552,552,11:45:48
553,Chiho Miura,JP,39,553,553,Finisher,1151,F50-54,3812,1:26:02,1:26:02,117,1028,1028,0:06:03,0:06:03,5:49:55,5:49:55,34,512,512,0:09:12,0:09:12,4:14:40,4:14:40,39,553,553,11:45:52
554,Ana Carolina Figueiredo De Oliveira Costa,,64,554,554,Finisher,1637,F45-49,3770,1:13:51,1:13:51,36,414,414,0:06:22,0:06:22,6:06:41,6:06:41,75,573,573,0:06:03,0:06:03,4:13:03,4:13:03,64,554,554,11:45:59
555,Annika Rahner,DE,61,555,555,Finisher,1414,F25-29,3525,1:06:43,1:06:43,30,147,147,0:04:55,0:04:55,5:59:32,5:59:32,46,387,387,0:07:53,0:07:53,4:27:04,4:27:04,61,555,555,11:46:07
556,Jennifer Lucas-Hill,,116,556,556,Finisher,795,F30-34,3424,1:21:02,1:21:02,119,754,754,0:05:39,0:05:39,5:53:49,5:53:49,104,495,495,0:06:20,0:06:20,4:19:25,4:19:25,116,556,556,11:46:15
557,Iryna Vasilevskaya,,65,557,557,Finisher,1634,F45-49,3766,1:27:33,1:27:33,154,1084,1084,0:06:27,0:06:27,5:45:30,5:45:30,59,482,482,0:06:04,0:06:04,4:20:44,4:20:44,65,557,557,11:46:17
558,Rachel Lacek,US,117,558,558,Finisher,749,F30-34,3423,1:08:40,1:08:40,37,213,213,0:05:49,0:05:49,6:07:20,6:07:20,109,511,511,0:07:08,0:07:08,4:17:24,4:17:24,117,558,558,11:46:21
559,Satomi Fujita,JP,11,559,559,Finisher,574,F55-59,4207,1:13:06,1:13:06,7,388,388,0:08:05,0:08:05,6:07:08,6:07:08,10,604,604,0:07:36,0:07:36,4:10:30,4:10:30,11,559,559,11:46:26
560,Anna-Maria Kipphardt,DE,101,560,560,Finisher,181,F35-39,3551,1:25:15,1:25:15,148,994,994,0:04:56,0:04:56,5:39:52,5:39:52,66,370,370,0:04:33,0:04:33,4:32:04,4:32:04,101,560,560,11:46:41
561,Lani Seaman,US,94,561,561,Finisher,877,F40-44,3684,1:00:39,1:00:39,4,59,59,0:06:41,0:06:41,5:55:47,5:55:47,44,297,297,0:08:29,0:08:29,4:35:12,4:35:12,94,561,561,11:46:48
562,Melyssa Brochu,CA,66,562,562,Finisher,1534,F45-49,3759,1:17:32,1:17:32,70,562,562,0:05:52,0:05:52,6:07:59,6:07:59,89,646,646,0:06:59,0:06:59,4:08:34,4:08:34,66,562,562,11:46:56
563,Amy Hite,US,67,563,563,Finisher,1760,F45-49,3758,1:15:09,1:15:09,53,476,476,0:05:08,0:05:08,6:07:50,6:07:50,82,601,601,0:05:41,0:05:41,4:13:12,4:13:12,67,563,563,11:47:01
564,Renáta Bencová,CZ,68,564,564,Finisher,1707,F45-49,3757,1:11:47,1:11:47,31,323,323,0:05:50,0:05:50,5:53:39,5:53:39,41,390,390,0:06:10,0:06:10,4:29:38,4:29:38,68,564,564,11:47:04
565,Melanie Haack,DE,95,565,565,Finisher,1044,F40-44,3679,1:08:21,1:08:21,21,194,194,0:06:16,0:06:16,6:08:00,6:08:00,89,519,519,0:08:51,0:08:51,4:15:43,4:15:43,95,565,565,11:47:10
566,Moni  Wurm,,12,566,566,Finisher,529,F55-59,4198,1:26:48,1:26:48,53,1047,1047,0:07:05,0:07:05,6:01:59,6:01:59,25,722,722,0:08:19,0:08:19,4:02:59,4:02:59,12,566,566,11:47:11
567,Katharina Roer,DE,96,567,567,Finisher,904,F40-44,3679,1:12:04,1:12:04,43,345,345,0:05:10,0:05:10,5:47:47,5:47:47,50,317,317,0:07:15,0:07:15,4:34:56,4:34:56,96,567,567,11:47:11
568,Laurel Sroufe,US,69,568,568,Finisher,1517,F45-49,3751,1:18:20,1:18:20,76,600,600,0:06:08,0:06:08,6:02:49,6:02:49,76,579,579,0:13:26,0:13:26,4:06:50,4:06:50,69,568,568,11:47:33
569,Rania Shamel,,118,569,569,Finisher,699,F30-34,3408,1:34:00,1:34:00,187,1297,1297,0:07:12,0:07:12,5:25:15,5:25:15,69,327,327,0:07:25,0:07:25,4:33:44,4:33:44,118,569,569,11:47:37
570,Stacey Campeau,CA,13,570,570,Finisher,536,F55-59,4192,1:45:45,1:45:45,129,1489,1489,0:07:00,0:07:00,5:26:00,5:26:00,6,473,473,0:09:25,0:09:25,4:19:31,4:19:31,13,570,570,11:47:41
571,Nicki Kinney,US,97,571,571,Finisher,1068,F40-44,3672,1:21:50,1:21:50,132,801,801,0:06:24,0:06:24,6:10:50,6:10:50,128,766,766,0:06:41,0:06:41,4:02:04,4:02:04,97,571,571,11:47:48
572,Tjaša Žnidar,SI,70,572,572,Finisher,1523,F45-49,3747,1:08:44,1:08:44,14,220,220,0:05:31,0:05:31,5:59:46,5:59:46,44,422,422,0:04:36,0:04:36,4:29:16,4:29:16,70,572,572,11:47:53
573,Christine Ligocki,US,98,573,573,Finisher,1086,F40-44,3668,1:24:42,1:24:42,157,958,958,0:05:42,0:05:42,6:14:21,6:14:21,144,835,835,0:08:20,0:08:20,3:55:04,3:55:04,98,573,573,11:48:08
574,Sophie Hascoet,FR,102,574,574,Finisher,224,F35-39,3533,1:06:51,1:06:51,20,152,152,0:05:12,0:05:12,6:17:22,6:17:22,106,617,617,0:05:32,0:05:32,4:13:15,4:13:15,102,574,574,11:48:12
575,Alexandra Santos,CA,62,575,575,Finisher,1379,F25-29,3500,1:23:06,1:23:06,97,877,877,0:06:48,0:06:48,5:55:22,5:55:22,56,554,554,0:06:44,0:06:44,4:16:16,4:16:16,62,575,575,11:48:15
576,Megan Imbres,US,71,576,576,Finisher,1566,F45-49,3737,1:19:27,1:19:27,83,661,661,0:06:23,0:06:23,6:22:54,6:22:54,138,888,888,0:08:15,0:08:15,3:51:44,3:51:44,71,576,576,11:48:42
577,Blair Elefant,US,99,577,577,Finisher,1005,F40-44,3661,1:17:53,1:17:53,80,579,579,0:05:08,0:05:08,5:50:07,5:50:07,69,410,410,0:06:47,0:06:47,4:28:49,4:28:49,99,577,577,11:48:43
578,Monica Kneip,BR,14,578,578,Finisher,538,F55-59,4179,1:27:26,1:27:26,57,1076,1076,0:06:54,0:06:54,6:03:31,6:03:31,29,748,748,0:05:37,0:05:37,4:05:17,4:05:17,14,578,578,11:48:44
579,Núria Terradellas,ES,100,579,579,Finisher,1024,F40-44,3659,1:12:01,1:12:01,40,341,341,0:04:56,0:04:56,6:16:57,6:16:57,116,692,692,0:05:36,0:05:36,4:09:21,4:09:21,100,579,579,11:48:51
580,Natalia Masciulli,,40,580,580,Finisher,1187,F50-54,3775,1:20:52,1:20:52,74,745,745,0:05:11,0:05:11,5:50:10,5:50:10,30,450,450,0:05:02,0:05:02,4:27:41,4:27:41,40,580,580,11:48:56
581,Alexandra Messager,FR,101,581,581,Finisher,1022,F40-44,3657,1:29:13,1:29:13,183,1161,1161,0:10:12,0:10:12,5:52:29,5:52:29,105,656,656,0:08:09,0:08:09,4:08:57,4:08:57,101,581,581,11:49:01
582,Jo Bowden,NZ,102,582,582,Finisher,1057,F40-44,3653,1:19:10,1:19:10,98,643,643,0:05:33,0:05:33,6:10:10,6:10:10,119,706,706,0:11:06,0:11:06,4:03:26,4:03:26,102,582,582,11:49:24
583,Ann-Louise  Scheepers,AU,103,583,583,Finisher,327,F35-39,3518,1:12:46,1:12:46,62,377,377,0:05:34,0:05:34,6:25:56,6:25:56,137,828,828,0:06:02,0:06:02,3:59:05,3:59:05,103,583,583,11:49:24
584,Marie Kalkusová,CZ,119,584,584,Finisher,830,F30-34,3387,1:22:27,1:22:27,129,830,830,0:05:22,0:05:22,6:10:53,6:10:53,140,762,762,0:04:31,0:04:31,4:06:11,4:06:11,119,584,584,11:49:24
585,Catherine Houseaux,FR,3,585,585,Finisher,357,F60-64,4838,1:26:50,1:26:50,31,1049,1049,0:05:03,0:05:03,5:55:02,5:55:02,5,575,575,0:06:16,0:06:16,4:16:28,4:16:28,3,585,585,11:49:39
586,Ana Barbosa,,41,586,586,Finisher,1122,F50-54,3767,1:25:06,1:25:06,112,987,987,0:07:02,0:07:02,6:09:31,6:09:31,61,795,795,0:07:51,0:07:51,4:00:10,4:00:10,41,586,586,11:49:40
587,Stephanie Bahr,DE,120,587,587,Finisher,781,F30-34,3383,1:23:03,1:23:03,140,871,871,0:05:27,0:05:27,6:14:54,6:14:54,147,816,816,0:05:12,0:05:12,4:01:04,4:01:04,120,587,587,11:49:41
588,Ella Fryer,GB,28,588,588,Finisher,1454,F18-24,3635,1:30:31,1:30:31,56,1200,1200,0:04:01,0:04:01,6:05:39,6:05:39,36,778,778,0:04:09,0:04:09,4:05:28,4:05:28,28,588,588,11:49:48
589,Cecilia  Rubianes,,72,589,589,Finisher,1618,F45-49,3721,1:27:51,1:27:51,162,1101,1101,0:04:55,0:04:55,5:59:28,5:59:28,94,664,664,0:05:50,0:05:50,4:12:01,4:12:01,72,589,589,11:50:05
590,Julia Schober-Kestel,DE,73,590,590,Finisher,1542,F45-49,3720,1:22:54,1:22:54,117,861,861,0:05:05,0:05:05,6:09:14,6:09:14,108,740,740,0:06:12,0:06:12,4:06:44,4:06:44,73,590,590,11:50:09
591,ADRIANA VASCONCELOS COUTINHO,BR,103,591,591,Finisher,943,F40-44,3641,1:21:40,1:21:40,131,792,792,0:06:54,0:06:54,6:00:53,6:00:53,100,618,618,0:07:08,0:07:08,4:13:48,4:13:48,103,591,591,11:50:23
592,Chantelle Petterson,NZ,121,592,592,Finisher,622,F30-34,3372,1:23:08,1:23:08,142,882,882,0:07:51,0:07:51,6:16:51,6:16:51,151,874,874,0:04:57,0:04:57,3:57:49,3:57:49,121,592,592,11:50:35
593,Hui An Hsu,,104,593,593,Finisher,162,F35-39,3501,1:21:54,1:21:54,119,804,804,0:06:39,0:06:39,5:58:28,5:58:28,99,577,577,0:08:09,0:08:09,4:15:41,4:15:41,104,593,593,11:50:50
594,Burcu Aslanagi,TR,74,594,594,Finisher,1765,F45-49,3711,1:10:31,1:10:31,25,284,284,0:04:29,0:04:29,6:11:08,6:11:08,72,566,566,0:05:03,0:05:03,4:19:44,4:19:44,74,594,594,11:50:56
595,Melisa Christian,US,75,595,595,Finisher,1737,F45-49,3709,1:15:25,1:15:25,57,489,489,0:06:19,0:06:19,5:53:13,5:53:13,48,433,433,0:06:22,0:06:22,4:29:47,4:29:47,75,595,595,11:51:06
596,Silvia Stajer,CA,63,596,596,Finisher,1361,F25-29,3465,1:20:10,1:20:10,82,704,704,0:06:58,0:06:58,6:00:24,6:00:24,61,586,586,0:06:39,0:06:39,4:17:00,4:17:00,63,596,596,11:51:11
597,Grace Robinson,,122,597,597,Finisher,796,F30-34,3362,1:12:45,1:12:45,75,375,375,0:05:00,0:05:00,5:44:55,5:44:55,63,294,294,0:07:29,0:07:29,4:41:20,4:41:20,122,597,597,11:51:29
598,Sophie Pontzeele,,76,598,598,Finisher,1667,F45-49,3703,1:17:34,1:17:34,71,565,565,0:07:02,0:07:02,6:08:29,6:08:29,96,679,679,0:06:22,0:06:22,4:12:07,4:12:07,76,598,598,11:51:34
599,Jade Evans,,105,599,599,Finisher,149,F35-39,3491,1:21:53,1:21:53,118,803,803,0:05:17,0:05:17,6:03:56,6:03:56,112,641,641,0:07:11,0:07:11,4:13:24,4:13:24,105,599,599,11:51:40
600,Maud Elie-Lefebvre,,123,600,600,Finisher,746,F30-34,3359,1:31:57,1:31:57,185,1245,1245,0:05:58,0:05:58,5:35:08,5:35:08,80,407,407,0:05:06,0:05:06,4:33:35,4:33:35,123,600,600,11:51:44
601,Valentina Meneses Paternina,CO,106,601,601,Finisher,227,F35-39,3488,1:20:13,1:20:13,105,708,708,0:06:31,0:06:31,6:11:24,6:11:24,124,755,755,0:05:25,0:05:25,4:08:22,4:08:22,106,601,601,11:51:56
602,Heidi Schmitt,,15,602,602,Finisher,496,F55-59,4140,1:19:04,1:19:04,26,636,636,0:05:07,0:05:07,6:11:18,6:11:18,22,715,715,0:06:05,0:06:05,4:10:24,4:10:24,15,602,602,11:51:58
603,Manon Peters,NL,107,603,603,Finisher,316,F35-39,3487,1:28:53,1:28:53,163,1151,1151,0:03:15,0:03:15,6:21:06,6:21:06,151,944,944,0:06:01,0:06:01,3:52:46,3:52:46,107,603,603,11:52:02
604,Lindsey Siegel,US,124,604,604,Finisher,633,F30-34,3355,1:02:05,1:02:05,9,79,79,0:04:49,0:04:49,6:13:14,6:13:14,101,490,490,0:04:32,0:04:32,4:27:23,4:27:23,124,604,604,11:52:04
605,Bodil Arlander,US,4,605,605,Finisher,381,F60-64,4801,1:23:09,1:23:09,24,883,883,0:05:00,0:05:00,5:51:58,5:51:58,3,488,488,0:07:48,0:07:48,4:24:50,4:24:50,4,605,605,11:52:45
606,Krista Heije,,77,606,606,Finisher,1693,F45-49,3688,1:17:54,1:17:54,73,580,580,0:06:11,0:06:11,5:46:25,5:46:25,36,380,380,0:09:09,0:09:09,4:33:10,4:33:10,77,606,606,11:52:48
607,Jo Cope,AU,16,607,607,Finisher,517,F55-59,4129,1:33:26,1:33:26,89,1285,1285,0:06:18,0:06:18,5:51:58,5:51:58,18,651,651,0:06:23,0:06:23,4:14:49,4:14:49,16,607,607,11:52:54
608,Nicole Kober,DE,108,608,608,Finisher,255,F35-39,3475,1:26:56,1:26:56,156,1051,1051,0:10:39,0:10:39,5:48:23,5:48:23,98,562,562,0:10:10,0:10:10,4:16:51,4:16:51,108,608,608,11:52:59
609,Katie Efird,US,109,609,609,Finisher,274,F35-39,3475,1:24:39,1:24:39,141,955,955,0:05:51,0:05:51,6:19:46,6:19:46,147,906,906,0:12:48,0:12:48,3:49:58,3:49:58,109,609,609,11:53:02
610,Verena Lipps,,78,610,610,Finisher,1706,F45-49,3685,1:14:43,1:14:43,41,443,443,0:06:31,0:06:31,6:06:39,6:06:39,81,594,594,0:08:21,0:08:21,4:16:48,4:16:48,78,610,610,11:53:02
611,Karin Toledo De Oliveira,,42,611,611,Finisher,1103,F50-54,3726,1:18:30,1:18:30,47,608,608,0:07:26,0:07:26,6:08:14,6:08:14,54,698,698,0:07:58,0:07:58,4:10:56,4:10:56,42,611,611,11:53:03
612,Karina Vicedom,DE,79,612,612,Finisher,1694,F45-49,3683,1:15:31,1:15:31,59,496,496,0:07:38,0:07:38,6:11:30,6:11:30,100,703,703,0:11:13,0:11:13,4:07:22,4:07:22,79,612,612,11:53:13
613,Manon Lefèvre,FR,125,613,613,Finisher,737,F30-34,3339,1:12:11,1:12:11,64,353,353,0:08:40,0:08:40,6:27:27,6:27:27,152,880,880,0:07:33,0:07:33,3:57:33,3:57:33,125,613,613,11:53:24
614,Jasmin Drössler,,43,614,614,Finisher,1233,F50-54,3720,1:20:49,1:20:49,73,742,742,0:05:23,0:05:23,5:48:29,5:48:29,29,431,431,0:05:03,0:05:03,4:33:47,4:33:47,43,614,614,11:53:31
615,Karen Woodward,US,80,615,615,Finisher,1767,F45-49,3680,1:32:20,1:32:20,185,1252,1252,0:08:19,0:08:19,5:31:20,5:31:20,42,398,398,0:06:02,0:06:02,4:35:31,4:35:31,80,615,615,11:53:31
616,Paqui Miranda Medina,ES,104,616,616,Finisher,891,F40-44,3603,1:15:44,1:15:44,66,504,504,0:05:45,0:05:45,6:10:45,6:10:45,109,663,663,0:07:32,0:07:32,4:13:49,4:13:49,104,616,616,11:53:34
617,Rachel Haynes,AU,126,617,617,Finisher,648,F30-34,3336,1:12:05,1:12:05,60,347,347,0:07:53,0:07:53,5:57:15,5:57:15,97,461,461,0:07:51,0:07:51,4:28:31,4:28:31,126,617,617,11:53:35
618,Magdalena Napoli,AR,127,618,618,Finisher,663,F30-34,3336,1:13:07,1:13:07,78,389,389,0:05:27,0:05:27,6:09:19,6:09:19,123,595,595,0:10:31,0:10:31,4:15:12,4:15:12,127,618,618,11:53:37
619,Francesca Braghetto Arce,,81,619,619,Finisher,1686,F45-49,3678,1:22:19,1:22:19,110,824,824,0:04:11,0:04:11,6:10:16,6:10:16,106,732,732,0:06:14,0:06:14,4:10:36,4:10:36,81,619,619,11:53:37
620,Lisa Marie Simard,CA,105,620,620,Finisher,956,F40-44,3600,1:27:58,1:27:58,179,1110,1110,0:05:05,0:05:05,5:34:04,5:34:04,56,338,338,0:07:13,0:07:13,4:39:25,4:39:25,105,620,620,11:53:45
621,Madleen Hensel,,110,621,621,Finisher,218,F35-39,3462,1:35:08,1:35:08,182,1330,1330,0:05:08,0:05:08,5:36:13,5:36:13,79,454,454,0:09:44,0:09:44,4:27:54,4:27:54,110,621,621,11:54:06
622,Sammy Normand,US,29,622,622,Finisher,1509,F18-24,3580,1:14:18,1:14:18,33,430,430,0:05:41,0:05:41,5:52:57,5:52:57,23,404,404,0:06:09,0:06:09,4:35:16,4:35:16,29,622,622,11:54:21
623,Ayano Nakajima,,111,623,623,Finisher,261,F35-39,3454,1:20:15,1:20:15,106,711,711,0:05:07,0:05:07,6:16:11,6:16:11,132,793,793,0:07:43,0:07:43,4:05:30,4:05:30,111,623,623,11:54:46
