rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
1292,Gigi Boswell,US,9,1292,1292,Finisher,444,F65-69,3876,1:17:19,1:17:19,4,550,550,0:08:27,0:08:27,6:39:51,6:39:51,5,1075,1075,0:12:30,0:12:30,5:46:06,5:46:06,9,1292,1292,14:04:13
1293,Meredith Whitehurst,US,211,1293,1293,Finisher,1085,F40-44,2030,1:28:01,1:28:01,181,1115,1115,0:05:40,0:05:40,6:59:15,6:59:15,212,1291,1291,0:07:40,0:07:40,5:24:01,5:24:01,211,1293,1293,14:04:38
1294,Juanita Murphy,CA,92,1294,1294,Finisher,486,F55-59,2531,1:28:49,1:28:49,67,1147,1147,0:08:40,0:08:40,6:53:40,6:53:40,92,1276,1276,0:09:48,0:09:48,5:25:04,5:25:04,92,1294,1294,14:06:02
1295,Elysia Krieger,,156,1295,1295,Finisher,1166,F50-54,2129,1:34:09,1:34:09,159,1303,1303,0:08:10,0:08:10,6:32:19,6:32:19,128,1162,1162,0:09:30,0:09:30,5:41:59,5:41:59,156,1295,1295,14:06:08
1296,Beata Osiecka,PL,93,1296,1296,Finisher,608,F55-59,2530,1:40:33,1:40:33,118,1426,1426,0:06:02,0:06:02,7:05:07,7:05:07,109,1401,1401,0:06:10,0:06:10,5:08:16,5:08:16,93,1296,1296,14:06:08
1297,Anna Thomas,US,190,1297,1297,Finisher,621,F30-34,1745,1:10:21,1:10:21,52,277,277,0:07:13,0:07:13,6:59:01,6:59:01,183,1179,1179,0:06:26,0:06:26,5:43:12,5:43:12,190,1297,1297,14:06:13
1298,Carolina Ramirez,,212,1298,1298,Finisher,925,F40-44,2006,1:16:41,1:16:41,71,530,530,0:06:55,0:06:55,6:53:05,6:53:05,193,1181,1181,0:13:17,0:13:17,5:36:37,5:36:37,212,1298,1298,14:06:35
1299,Narae Chung,,188,1299,1299,Finisher,308,F35-39,1864,1:15:33,1:15:33,73,500,500,0:06:11,0:06:11,6:56:19,6:56:19,176,1192,1192,0:13:03,0:13:03,5:36:09,5:36:09,188,1299,1299,14:07:15
1300,Gwendolyn Stark,US,37,1300,1300,Finisher,348,F60-64,3180,1:22:54,1:22:54,23,860,860,0:10:53,0:10:53,7:00:24,7:00:24,36,1302,1302,0:14:56,0:14:56,5:18:46,5:18:46,37,1300,1300,14:07:52
1301,Masami Suzuki,JP,196,1301,1301,Finisher,1768,F45-49,2066,1:30:50,1:30:50,180,1210,1210,0:09:16,0:09:16,6:49:12,6:49:12,189,1269,1269,0:10:41,0:10:41,5:28:03,5:28:03,196,1301,1301,14:08:01
1302,Holly Sloan,US,213,1302,1302,Finisher,984,F40-44,1985,1:21:24,1:21:24,124,770,770,0:05:29,0:05:29,6:43:24,6:43:24,187,1124,1124,0:07:20,0:07:20,5:50:44,5:50:44,213,1302,1302,14:08:22
1303,Christiane Harwardt- Linde,DE,157,1303,1303,Finisher,1253,F50-54,2092,1:27:58,1:27:58,123,1111,1111,0:09:44,0:09:44,6:51:34,6:51:34,153,1268,1268,0:11:51,0:11:51,5:28:07,5:28:07,157,1303,1303,14:09:15
1304,sumi kang,KR,94,1304,1304,Finisher,527,F55-59,2492,1:42:43,1:42:43,121,1460,1460,0:07:40,0:07:40,7:04:46,7:04:46,114,1415,1415,0:07:44,0:07:44,5:06:25,5:06:25,94,1304,1304,14:09:18
1305,Carolyn Sanders,,10,1305,1305,Finisher,452,F65-69,3813,1:28:20,1:28:20,12,1125,1125,0:05:39,0:05:39,6:57:24,6:57:24,10,1279,1279,0:11:27,0:11:27,5:26:38,5:26:38,10,1305,1305,14:09:28
1306,Simone Valsangiacomo,,95,1306,1306,Finisher,506,F55-59,2490,1:34:12,1:34:12,93,1305,1305,0:13:06,0:13:06,6:51:52,6:51:52,97,1345,1345,0:09:19,0:09:19,5:21:02,5:21:02,95,1306,1306,14:09:30
1307,Fumiko Hagiwara,JP,96,1307,1307,Finisher,614,F55-59,2481,1:22:32,1:22:32,37,835,835,0:08:46,0:08:46,7:30:04,7:30:04,119,1437,1437,0:08:17,0:08:17,5:00:32,5:00:32,96,1307,1307,14:10:12
1308,Natarsha Allen,AU,158,1308,1308,Finisher,1224,F50-54,2080,1:19:50,1:19:50,58,685,685,0:06:52,0:06:52,6:26:43,6:26:43,87,945,945,0:12:12,0:12:12,6:04:39,6:04:39,158,1308,1308,14:10:15
1309,Debora Vaquerizo Santurde,ES,214,1309,1309,Finisher,1023,F40-44,1962,1:20:51,1:20:51,119,744,744,0:06:57,0:06:57,7:07:10,7:07:10,213,1309,1309,0:07:32,0:07:32,5:27:47,5:27:47,214,1309,1309,14:10:17
1310,Erika Ostrander,,197,1310,1310,Finisher,1716,F45-49,2035,1:51:12,1:51:12,230,1527,1527,0:09:32,0:09:32,6:56:59,6:56:59,218,1427,1427,0:14:43,0:14:43,4:58:08,4:58:08,197,1310,1310,14:10:34
1311,Laura Nathan,,159,1311,1311,Finisher,1114,F50-54,2075,1:24:09,1:24:09,93,924,924,0:06:57,0:06:57,7:06:02,7:06:02,171,1329,1329,0:07:42,0:07:42,5:25:49,5:25:49,159,1311,1311,14:10:39
1312,Josephine Tay,,160,1312,1312,Finisher,1270,F50-54,2069,2:02:51,2:02:51,207,1554,1554,0:08:48,0:08:48,7:18:34,7:18:34,201,1515,1515,0:11:15,0:11:15,4:29:42,4:29:42,160,1312,1312,14:11:09
1313,Jacqueline Esquibel,US,97,1313,1313,Finisher,518,F55-59,2462,1:20:49,1:20:49,29,743,743,0:09:10,0:09:10,6:50:04,6:50:04,80,1209,1209,0:08:40,0:08:40,5:43:06,5:43:06,97,1313,1313,14:11:50
1314,Nicole Finstad,,161,1314,1314,Finisher,1174,F50-54,2055,1:36:47,1:36:47,166,1356,1356,0:10:37,0:10:37,7:07:54,7:07:54,185,1416,1416,0:13:54,0:13:54,5:03:04,5:03:04,161,1314,1314,14:12:16
1315,Christine Mardle,GB,198,1315,1315,Finisher,1556,F45-49,2006,1:19:33,1:19:33,86,670,670,0:05:56,0:05:56,6:23:07,6:23:07,135,884,884,0:12:32,0:12:32,6:11:48,6:11:48,198,1315,1315,14:12:57
1316,Ali Dennison,,199,1316,1316,Finisher,1527,F45-49,2004,1:19:29,1:19:29,84,663,663,0:07:14,0:07:14,7:16:13,7:16:13,209,1363,1363,0:08:53,0:08:53,5:21:19,5:21:19,199,1316,1316,14:13:08
1317,Danielle Fiore,AU,162,1317,1317,Finisher,1312,F50-54,2041,1:20:54,1:20:54,75,747,747,0:12:19,0:12:19,6:51:09,6:51:09,145,1239,1239,0:11:44,0:11:44,5:37:21,5:37:21,162,1317,1317,14:13:26
1318,Mirna Marovic,,163,1318,1318,Finisher,1273,F50-54,2040,1:24:41,1:24:41,102,956,956,0:05:54,0:05:54,6:38:43,6:38:43,119,1119,1119,0:24:25,0:24:25,5:39:49,5:39:49,163,1318,1318,14:13:31
1319,Kristine Claffie,US,164,1319,1319,Finisher,1118,F50-54,2031,1:47:54,1:47:54,196,1509,1509,0:11:51,0:11:51,6:31:52,6:31:52,155,1282,1282,0:14:03,0:14:03,5:28:37,5:28:37,164,1319,1319,14:14:17
1320,Allison Snow,US,200,1320,1320,Finisher,1562,F45-49,1981,1:21:28,1:21:28,108,776,776,0:05:33,0:05:33,6:22:25,6:22:25,140,896,896,0:07:37,0:07:37,6:18:01,6:18:01,200,1320,1320,14:15:04
1321,Sandra Rangelova,BG,191,1321,1321,Finisher,658,F30-34,1621,1:24:22,1:24:22,150,940,940,0:05:34,0:05:34,7:26:29,7:26:29,194,1421,1421,0:06:27,0:06:27,5:13:41,5:13:41,191,1321,1321,14:16:33
1322,Bogumila Wlodarska,PL,165,1322,1322,Finisher,1102,F50-54,1995,1:12:47,1:12:47,24,378,378,0:06:19,0:06:19,6:23:10,6:23:10,64,802,802,0:06:51,0:06:51,6:28:10,6:28:10,165,1322,1322,14:17:18
1323,Ellen Rulf,DE,192,1323,1323,Finisher,662,F30-34,1610,1:28:20,1:28:20,175,1127,1127,0:08:00,0:08:00,6:34:54,6:34:54,180,1134,1134,0:09:35,0:09:35,5:56:40,5:56:40,192,1323,1323,14:17:29
1324,Monique Scott,AU,201,1324,1324,Finisher,1642,F45-49,1942,1:31:32,1:31:32,182,1233,1233,0:08:45,0:08:45,7:20:26,7:20:26,220,1436,1436,0:12:35,0:12:35,5:04:59,5:04:59,201,1324,1324,14:18:17
1325,Barbara Tettenborn,CH,11,1325,1325,Finisher,449,F65-69,3706,1:19:22,1:19:22,6,653,653,0:08:51,0:08:51,7:08:34,7:08:34,13,1328,1328,0:09:48,0:09:48,5:31:50,5:31:50,11,1325,1325,14:18:26
1326,Sonia Rankin,,202,1326,1326,Finisher,1725,F45-49,1937,1:27:19,1:27:19,148,1071,1071,0:09:29,0:09:29,6:59:56,6:59:56,203,1324,1324,0:13:29,0:13:29,5:28:34,5:28:34,202,1326,1326,14:18:46
1327,Megan Pesansky,US,119,1327,1327,Finisher,1326,F25-29,1692,1:19:54,1:19:54,80,689,689,0:05:25,0:05:25,7:01:33,7:01:33,117,1252,1252,0:05:31,0:05:31,5:46:31,5:46:31,119,1327,1327,14:18:54
1328,Mihoko Yamada,JP,166,1328,1328,Finisher,1237,F50-54,1973,1:17:21,1:17:21,40,554,554,0:07:35,0:07:35,7:02:39,7:02:39,149,1257,1257,0:09:11,0:09:11,5:42:20,5:42:20,166,1328,1328,14:19:06
1329,Rachael Jones,,98,1329,1329,Finisher,586,F55-59,2373,1:27:53,1:27:53,60,1106,1106,0:09:32,0:09:32,6:43:17,6:43:17,81,1215,1215,0:12:03,0:12:03,5:46:30,5:46:30,98,1329,1329,14:19:15
1330,Carmen Kuechle,CH,167,1330,1330,Finisher,1255,F50-54,1962,1:40:20,1:40:20,177,1421,1421,0:07:51,0:07:51,6:31:19,6:31:19,139,1205,1205,0:10:44,0:10:44,5:49:49,5:49:49,167,1330,1330,14:20:03
1331,Miku Ujita,JP,120,1331,1331,Finisher,1351,F25-29,1677,1:37:13,1:37:13,116,1365,1365,0:06:43,0:06:43,7:19:10,7:19:10,122,1443,1443,0:08:44,0:08:44,5:08:17,5:08:17,120,1331,1331,14:20:08
1332,Marketa Heupel,,99,1332,1332,Finisher,576,F55-59,2358,1:31:44,1:31:44,86,1241,1241,0:09:20,0:09:20,6:25:21,6:25:21,59,1085,1085,0:17:52,0:17:52,5:56:12,5:56:12,99,1332,1332,14:20:29
1333,Belinda Prestney,,100,1333,1333,Finisher,575,F55-59,2356,1:19:19,1:19:19,27,649,649,0:07:26,0:07:26,7:20:29,7:20:29,103,1382,1382,0:13:18,0:13:18,5:20:05,5:20:05,100,1333,1333,14:20:38
1334,Claudia Langarica,US,168,1334,1334,Finisher,1304,F50-54,1947,2:04:38,2:04:38,208,1557,1557,0:09:10,0:09:10,6:29:10,6:29:10,179,1364,1364,0:10:52,0:10:52,5:27:26,5:27:26,168,1334,1334,14:21:16
1335,Susan  Mccallum,,38,1335,1335,Finisher,409,F60-64,3018,1:21:20,1:21:20,17,764,764,0:07:29,0:07:29,7:16:52,7:16:52,42,1374,1374,0:15:13,0:15:13,5:20:25,5:20:25,38,1335,1335,14:21:20
1336,Stefanie Meigel,DE,203,1336,1336,Finisher,1516,F45-49,1900,1:25:29,1:25:29,135,1003,1003,0:06:32,0:06:32,7:07:08,7:07:08,205,1344,1344,0:09:00,0:09:00,5:33:37,5:33:37,203,1336,1336,14:21:47
1337,Kelly Ogilvie,CA,204,1337,1337,Finisher,1551,F45-49,1897,1:14:38,1:14:38,40,440,440,0:06:09,0:06:09,7:06:12,7:06:12,187,1253,1253,0:10:28,0:10:28,5:44:35,5:44:35,204,1337,1337,14:22:02
1338,Kristy Cameron,,205,1338,1338,Finisher,1561,F45-49,1884,1:26:37,1:26:37,142,1040,1040,0:09:22,0:09:22,7:24:10,7:24:10,219,1435,1435,0:10:00,0:10:00,5:13:01,5:13:01,205,1338,1338,14:23:10
1339,Lauren LeBlanc,,215,1339,1339,Finisher,1041,F40-44,1807,1:19:19,1:19:19,101,648,648,0:04:54,0:04:54,6:33:23,6:33:23,167,987,987,0:37:55,0:37:55,5:47:43,5:47:43,215,1339,1339,14:23:12
1340,Victoria Nelson,,121,1340,1340,Finisher,1422,F25-29,1627,1:26:50,1:26:50,107,1048,1048,0:09:06,0:09:06,7:03:11,7:03:11,120,1343,1343,0:14:06,0:14:06,5:31:04,5:31:04,121,1340,1340,14:24:18
1341,Sylvia Böhnke-Westphal,DE,206,1341,1341,Finisher,1586,F45-49,1868,1:14:48,1:14:48,47,450,450,0:05:15,0:05:15,6:37:16,6:37:16,155,985,985,0:09:08,0:09:08,6:18:02,6:18:02,206,1341,1341,14:24:30
1342,Leslie Moffat,CA,122,1342,1342,Finisher,1333,F25-29,1623,1:17:43,1:17:43,74,572,572,0:10:45,0:10:45,7:36:46,7:36:46,123,1450,1450,0:12:29,0:12:29,5:06:54,5:06:54,122,1342,1342,14:24:37
1343,Katherine Treacy,,55,1343,1343,Finisher,1465,F18-24,1775,1:07:29,1:07:29,13,168,168,0:06:18,0:06:18,6:30:18,6:30:18,37,826,826,0:07:13,0:07:13,6:33:29,6:33:29,55,1343,1343,14:24:46
1344,Linda Martin,,39,1344,1344,Finisher,334,F60-64,2969,1:28:27,1:28:27,36,1132,1132,0:08:58,0:08:58,6:30:05,6:30:05,20,1101,1101,0:17:10,0:17:10,6:00:46,6:00:46,39,1344,1344,14:25:25
1345,Hongyan Zong,CN,169,1345,1345,Finisher,1281,F50-54,1889,1:24:44,1:24:44,105,962,962,0:23:19,0:23:19,7:18:19,7:18:19,188,1452,1452,0:35:53,0:35:53,4:43:53,4:43:53,169,1345,1345,14:26:08
1346,Elizabeth Wood,,40,1346,1346,Finisher,339,F60-64,2948,1:21:40,1:21:40,19,791,791,0:08:38,0:08:38,6:53:21,6:53:21,31,1231,1231,0:14:53,0:14:53,5:48:40,5:48:40,40,1346,1346,14:27:12
1347,Cheryl Kos,US,101,1347,1347,Finisher,615,F55-59,2275,1:45:20,1:45:20,127,1483,1483,0:09:23,0:09:23,7:19:49,7:19:49,125,1479,1479,0:14:04,0:14:04,4:58:51,4:58:51,101,1347,1347,14:27:26
1348,Suzanne Van Gessel,,216,1348,1348,Finisher,845,F40-44,1756,1:23:40,1:23:40,149,906,906,0:07:08,0:07:08,6:32:26,6:32:26,178,1050,1050,0:08:26,0:08:26,6:15:47,6:15:47,216,1348,1348,14:27:27
1349,CHUN FAN WEI,,217,1349,1349,Finisher,1087,F40-44,1750,1:48:14,1:48:14,232,1512,1512,0:08:20,0:08:20,6:45:28,6:45:28,218,1359,1359,0:06:34,0:06:34,5:39:23,5:39:23,217,1349,1349,14:27:59
1350,Sofia Alatalo,SE,170,1350,1350,Finisher,1305,F50-54,1856,1:45:58,1:45:58,192,1491,1491,0:08:54,0:08:54,6:33:07,6:33:07,151,1260,1260,0:14:17,0:14:17,5:46:35,5:46:35,170,1350,1350,14:28:51
1351,Katrin Szardenings,US,41,1351,1351,Finisher,380,F60-64,2916,1:14:56,1:14:56,6,462,462,0:07:12,0:07:12,7:31:14,7:31:14,46,1409,1409,0:12:08,0:12:08,5:24:20,5:24:20,41,1351,1351,14:29:50
1352,Carina Balzer,,193,1352,1352,Finisher,821,F30-34,1457,1:26:08,1:26:08,163,1031,1031,0:07:09,0:07:09,6:50:58,6:50:58,185,1237,1237,0:08:42,0:08:42,5:57:13,5:57:13,193,1352,1352,14:30:10
1353,Denee Madamba,,42,1353,1353,Finisher,416,F60-64,2911,1:41:52,1:41:52,63,1447,1447,0:08:42,0:08:42,6:52:13,6:52:13,40,1361,1361,0:10:23,0:10:23,5:37:05,5:37:05,42,1353,1353,14:30:14
1354,Fernanda Keller,BR,43,1354,1354,Finisher,386,F60-64,2905,1:18:21,1:18:21,11,603,603,0:07:23,0:07:23,6:55:17,6:55:17,28,1216,1216,0:14:29,0:14:29,5:55:17,5:55:17,43,1354,1354,14:30:47
1355,Olivia Chen,TW,207,1355,1355,Finisher,1752,F45-49,1789,1:34:03,1:34:03,191,1300,1300,0:17:39,0:17:39,6:34:34,6:34:34,186,1251,1251,0:18:27,0:18:27,5:46:21,5:46:21,207,1355,1355,14:31:04
1356,Guylaine Barnes,,102,1356,1356,Finisher,555,F55-59,2231,1:45:26,1:45:26,128,1485,1485,0:09:31,0:09:31,6:59:08,6:59:08,113,1411,1411,0:13:16,0:13:16,5:23:44,5:23:44,102,1356,1356,14:31:05
1357,Katharina Schimmelpfeng,DE,208,1357,1357,Finisher,1728,F45-49,1777,1:37:08,1:37:08,200,1361,1361,0:11:30,0:11:30,6:47:59,6:47:59,202,1323,1323,0:09:14,0:09:14,5:46:13,5:46:13,208,1357,1357,14:32:04
1358,Joyce Forier,US,171,1358,1358,Finisher,1150,F50-54,1792,1:32:53,1:32:53,152,1267,1267,0:08:43,0:08:43,7:32:28,7:32:28,194,1477,1477,0:12:33,0:12:33,5:07:36,5:07:36,171,1358,1358,14:34:12
1359,Veronica Warneskog,,103,1359,1359,Finisher,582,F55-59,2185,1:26:45,1:26:45,52,1046,1046,0:11:46,0:11:46,6:57:05,6:57:05,93,1315,1315,0:15:41,0:15:41,5:43:40,5:43:40,103,1359,1359,14:34:56
1360,Victoria Brumfield,,209,1360,1360,Finisher,1644,F45-49,1738,1:36:46,1:36:46,199,1354,1354,0:07:10,0:07:10,6:53:23,6:53:23,204,1331,1331,0:09:41,0:09:41,5:48:18,5:48:18,209,1360,1360,14:35:18
1361,Annjie (Anjanette) Wisby,AU,104,1361,1361,Finisher,530,F55-59,2171,1:36:35,1:36:35,104,1350,1350,0:10:09,0:10:09,7:01:05,7:01:05,105,1386,1386,0:12:57,0:12:57,5:35:18,5:35:18,104,1361,1361,14:36:04
1362,choi youngsoo,,105,1362,1362,Finisher,1773,F55-59,2168,1:36:33,1:36:33,103,1348,1348,0:11:14,0:11:14,7:01:59,7:01:59,108,1393,1393,0:23:12,0:23:12,5:23:21,5:23:21,105,1362,1362,14:36:19
1363,Jung Nam Kung,KR,210,1363,1363,Finisher,1679,F45-49,1726,1:24:03,1:24:03,129,921,921,0:07:04,0:07:04,7:00:52,7:00:52,194,1285,1285,0:06:57,0:06:57,5:57:26,5:57:26,210,1363,1363,14:36:21
1364,Julie Bille Hansen,,189,1364,1364,Finisher,288,F35-39,1512,1:49:54,1:49:54,195,1521,1521,0:18:46,0:18:46,6:22:40,6:22:40,186,1278,1278,0:17:16,0:17:16,5:47:59,5:47:59,189,1364,1364,14:36:35
1365,Julie Royal,,106,1365,1365,Finisher,597,F55-59,2162,1:16:49,1:16:49,20,536,536,0:05:18,0:05:18,7:26:40,7:26:40,107,1389,1389,0:07:14,0:07:14,5:40:46,5:40:46,106,1365,1365,14:36:48
1366,Sheryl Younger,US,218,1366,1366,Finisher,1003,F40-44,1633,1:31:47,1:31:47,192,1242,1242,0:13:17,0:13:17,7:07:42,7:07:42,228,1405,1405,0:10:16,0:10:16,5:34:41,5:34:41,218,1366,1366,14:37:43
1367,Skroland Bullwinkel,DE,172,1367,1367,Finisher,1106,F50-54,1741,1:11:23,1:11:23,16,308,308,0:10:17,0:10:17,7:18:01,7:18:01,175,1348,1348,0:11:37,0:11:37,5:47:10,5:47:10,172,1367,1367,14:38:28
1368,Kysook Kim,,107,1368,1368,Finisher,568,F55-59,2141,1:47:06,1:47:06,132,1503,1503,0:10:59,0:10:59,7:35:42,7:35:42,136,1529,1529,0:13:17,0:13:17,4:51:32,4:51:32,107,1368,1368,14:38:36
1369,Jihyeon Mun,KR,211,1369,1369,Finisher,1700,F45-49,1694,1:36:35,1:36:35,196,1349,1349,0:10:32,0:10:32,7:03:19,7:03:19,216,1396,1396,0:11:33,0:11:33,5:37:02,5:37:02,211,1369,1369,14:39:01
1370,Sandrine Aeby,,173,1370,1370,Finisher,1198,F50-54,1731,1:24:42,1:24:42,103,957,957,0:09:08,0:09:08,6:29:10,6:29:10,109,1049,1049,0:08:58,0:08:58,6:27:21,6:27:21,173,1370,1370,14:39:19
1371,Clair Turner,,174,1371,1371,Finisher,1195,F50-54,1728,1:44:19,1:44:19,191,1472,1472,0:05:42,0:05:42,6:55:03,6:55:03,180,1370,1370,0:09:53,0:09:53,5:44:35,5:44:35,174,1371,1371,14:39:33
1372,Yulmin Kim,KR,194,1372,1372,Finisher,635,F30-34,1340,1:24:52,1:24:52,156,970,970,0:11:16,0:11:16,7:21:47,7:21:47,195,1428,1428,0:13:57,0:13:57,5:28:05,5:28:05,194,1372,1372,14:39:56
1373,Caroline Sernsköld,SE,44,1373,1373,Finisher,414,F60-64,2791,1:18:46,1:18:46,12,623,623,0:07:40,0:07:40,7:06:36,7:06:36,34,1296,1296,0:15:45,0:15:45,5:51:24,5:51:24,44,1373,1373,14:40:13
1374,Cheryl Roycroft,,45,1374,1374,Finisher,356,F60-64,2789,1:48:10,1:48:10,71,1511,1511,0:09:07,0:09:07,7:11:31,7:11:31,55,1458,1458,0:11:16,0:11:16,5:20:23,5:20:23,45,1374,1374,14:40:26
1375,Megan Aucoin,US,219,1375,1375,Finisher,994,F40-44,1600,1:18:02,1:18:02,81,583,583,0:13:16,0:13:16,7:19:41,7:19:41,226,1398,1398,0:13:22,0:13:22,5:36:07,5:36:07,219,1375,1375,14:40:27
1376,Jennifer Reinhart,US,12,1376,1376,Finisher,435,F65-69,3435,1:11:43,1:11:43,1,320,320,0:05:57,0:05:57,6:33:55,6:33:55,3,929,929,0:10:52,0:10:52,6:38:32,6:38:32,12,1376,1376,14:40:59
1377,Laura Moeller,US,212,1377,1377,Finisher,1726,F45-49,1667,1:25:18,1:25:18,132,996,996,0:11:51,0:11:51,6:56:20,6:56:20,196,1297,1297,0:12:44,0:12:44,5:55:01,5:55:01,212,1377,1377,14:41:14
1378,Mandi Jacquinot,US,213,1378,1378,Finisher,1559,F45-49,1664,1:50:20,1:50:20,228,1523,1523,0:06:10,0:06:10,7:24:23,7:24:23,231,1490,1490,0:09:13,0:09:13,5:11:21,5:11:21,213,1378,1378,14:41:28
1379,Laura Rossetti,US,3,1379,1379,Finisher,455,F70-74,4064,1:19:32,1:19:32,1,667,667,0:07:04,0:07:04,6:28:44,6:28:44,1,964,964,0:10:13,0:10:13,6:36:53,6:36:53,3,1379,1379,14:42:26
1380,Marina Mascarenas,,56,1380,1380,Finisher,1471,F18-24,1560,1:20:06,1:20:06,43,697,697,0:10:27,0:10:27,7:42:44,7:42:44,57,1476,1476,0:13:28,0:13:28,5:15:57,5:15:57,56,1380,1380,14:42:42
1381,MARIANA ERNANI MOURA MARQUES,BR,220,1381,1381,Finisher,952,F40-44,1569,1:14:06,1:14:06,58,422,422,0:10:33,0:10:33,6:33:19,6:33:19,168,991,991,0:09:29,0:09:29,6:35:35,6:35:35,220,1381,1381,14:43:01
1382,Lauren Chedburn,,221,1382,1382,Finisher,840,F40-44,1558,1:34:01,1:34:01,206,1299,1299,0:08:54,0:08:54,6:55:59,6:55:59,217,1340,1340,0:08:47,0:08:47,5:56:18,5:56:18,221,1382,1382,14:43:59
1383,Seth Johnson,,3,1383,1383,Finisher,106,FGuide,3687,1:41:46,1:41:46,3,1445,1445,0:18:06,0:18:06,7:06:44,7:06:44,3,1454,1454,0:15:58,0:15:58,5:22:29,5:22:29,3,1383,1383,14:45:03
1384,Ani Brown,PH,175,1384,1384,Finisher,1130,F50-54,1657,1:20:47,1:20:47,72,741,741,0:05:45,0:05:45,7:08:59,7:08:59,166,1314,1314,0:12:39,0:12:39,5:57:17,5:57:17,175,1384,1384,14:45:27
1385,Michelle Herzog,,222,1385,1385,Finisher,1776,F40-44,1536,1:21:39,1:21:39,130,789,789,0:05:58,0:05:58,7:04:14,7:04:14,209,1283,1283,0:06:34,0:06:34,6:07:25,6:07:25,222,1385,1385,14:45:49
1386,Natalie Mcdaid,GB,190,1386,1386,Finisher,136,F35-39,1401,1:23:09,1:23:09,126,884,884,0:05:08,0:05:08,6:36:05,6:36:05,166,1065,1065,0:06:51,0:06:51,6:34:36,6:34:36,190,1386,1386,14:45:49
1387,Alison Seely,CA,46,1387,1387,Finisher,360,F60-64,2723,1:29:33,1:29:33,41,1168,1168,0:09:18,0:09:18,7:16:15,7:16:15,47,1414,1414,0:06:24,0:06:24,5:44:24,5:44:24,46,1387,1387,14:45:53
1388,Beth Gabhart,US,176,1388,1388,Finisher,1152,F50-54,1650,1:41:18,1:41:18,181,1438,1438,0:08:04,0:08:04,6:44:47,6:44:47,160,1301,1301,0:08:51,0:08:51,6:03:01,6:03:01,176,1388,1388,14:46:02
1389,Nicole Barber,US,177,1389,1389,Finisher,1293,F50-54,1647,1:26:01,1:26:01,116,1026,1026,0:09:13,0:09:13,7:04:28,7:04:28,176,1349,1349,0:10:58,0:10:58,5:55:37,5:55:37,177,1389,1389,14:46:17
1390,Jenny Bristow,US,108,1390,1390,Finisher,473,F55-59,2046,1:31:36,1:31:36,84,1235,1235,0:06:39,0:06:39,7:17:19,7:17:19,115,1419,1419,0:11:35,0:11:35,5:39:21,5:39:21,108,1390,1390,14:46:31
1391,Pauline Beorchia,FR,195,1391,1391,Finisher,750,F30-34,1230,1:39:43,1:39:43,195,1408,1408,0:09:06,0:09:06,6:58:01,6:58:01,192,1378,1378,0:13:53,0:13:53,5:48:24,5:48:24,195,1391,1391,14:49:08
1392,Missy LeStrange,US,4,1392,1392,Finisher,463,F70-74,3983,1:24:16,1:24:16,2,933,933,0:07:37,0:07:37,7:15:47,7:15:47,5,1385,1385,0:09:53,0:09:53,5:51:36,5:51:36,4,1392,1392,14:49:09
1393,Anika Schneider,DE,178,1393,1393,Finisher,1223,F50-54,1612,1:24:26,1:24:26,96,942,942,0:06:00,0:06:00,7:04:56,7:04:56,164,1312,1312,0:11:33,0:11:33,6:02:20,6:02:20,178,1393,1393,14:49:15
1394,Anneri Kemp (Harmse),ZA,223,1394,1394,Finisher,1081,F40-44,1490,1:27:18,1:27:18,173,1069,1069,0:11:20,0:11:20,7:13:52,7:13:52,227,1403,1403,0:08:46,0:08:46,5:48:21,5:48:21,223,1394,1394,14:49:37
1395,Amanda Barlow,AU,13,1395,1395,Finisher,424,F65-69,3325,1:37:20,1:37:20,17,1368,1368,0:09:06,0:09:06,6:42:59,6:42:59,9,1271,1271,0:09:48,0:09:48,6:10:58,6:10:58,13,1395,1395,14:50:10
1396,Michele Fuller,CA,47,1396,1396,Finisher,362,F60-64,2670,1:28:30,1:28:30,37,1137,1137,0:06:44,0:06:44,7:27:39,7:27:39,51,1440,1440,0:09:15,0:09:15,5:38:10,5:38:10,47,1396,1396,14:50:18
1397,Tomoko Ohmura,,48,1397,1397,Finisher,336,F60-64,2667,2:00:48,2:00:48,76,1549,1549,0:11:35,0:11:35,7:53:49,7:53:49,78,1560,1560,0:08:38,0:08:38,4:35:46,4:35:46,48,1397,1397,14:50:35
1398,Beth Werling,,214,1398,1398,Finisher,1652,F45-49,1530,1:44:50,1:44:50,219,1476,1476,0:07:11,0:07:11,7:20:57,7:20:57,227,1472,1472,0:12:22,0:12:22,5:27:17,5:27:17,214,1398,1398,14:52:37
1399,Yuki Ando,,49,1399,1399,Finisher,346,F60-64,2628,1:40:59,1:40:59,62,1432,1432,0:05:39,0:05:39,7:33:30,7:33:30,62,1489,1489,0:06:44,0:06:44,5:26:59,5:26:59,49,1399,1399,14:53:51
